ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Indoor/Outdoor,Product Type,Blade Span (Diameter) (in.),Ceiling Fan Efficiency (CFM/W),Fan Power Consumption-Low Speed (W),Fan Power Consumption-High Speed (W),Fan Power Consumption-Standby (W),Ceiling Fan Features,Ceiling Fan Components Warranty (Years),Shipped with ENERGY STAR Lamp(s),ENERGY STAR Lamp Partner,Total Light Output (lumens),Total Lighting Input Power (Watts),Power Factor of Light Kit,Light Color Appearance (CCT),Light Color Quality (CRI),Light Source Rated Life (Hours),Light Kit Dimmability,Connected Functionality,Connects Using,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
3706665,"Guangdong Zhongpai Electric Technology Co., Ltd.",Zhong Pai,S52-650,S52-650,,65020240920,Indoor Ceiling Fan,Standard Fan with Light Kit,52,143.3,4.7,49.9,0.5,,,0,,,,,,,,1,0,,2024-09-01,2024-10-21,"United States, Canada",ES_1151242_S52-650_10082024104419_7685968,0
4005924,Hunter Fan Company,Casablanca,"52"" Eyla",53720,,049694537201,Indoor Ceiling Fan,Standard Fan Only,52,293.7,1.3,18.1,0.5,,3.0,0,,,,,,,,1,0,,2025-03-25,2025-03-24,"United States, Canada",ES_1020599_53720_032720250941766_4063963,1
4005923,Hunter Fan Company,Casablanca,"52"" Eyla",53721,,049694537218,Indoor Ceiling Fan,Standard Fan Only,52,293.7,1.3,18.1,0.5,,3.0,0,,,,,,,,1,0,,2025-03-25,2025-03-24,"United States, Canada",ES_1020599_53721_032720250943947_4407929,1
4005926,Hunter Fan Company,Casablanca,52in Coveview,53723,,049694537232,Indoor Ceiling Fan,Standard Fan Only,52,262.4,1.5,23.4,0.4,,3.0,0,,,,,,,,1,0,,2025-03-25,2025-03-27,"United States, Canada",ES_1020599_53723_032420250217896_3186918,0
4005925,Hunter Fan Company,Casablanca,52in Coveview,53724,,049694537249,Indoor Ceiling Fan,Standard Fan Only,52,262.4,1.5,23.4,0.4,,3.0,0,,,,,,,,1,0,,2025-03-25,2025-03-27,"United States, Canada",ES_1020599_53724_032720250958459_2397505,0
3892424,Hunter Fan Company,Casablanca,52in Eula,53582,,049694535825,Indoor Ceiling Fan,Standard Fan Only,52,261.5,1.1,22.5,0.4,,3.0,0,,,,,,,,1,0,,2025-05-07,2025-01-07,"United States, Canada",ES_1020599_53582_010220250331448_4712145,0
3892423,Hunter Fan Company,Casablanca,52in Eula,53587,,049694535870,Indoor Ceiling Fan,Standard Fan Only,52,261.5,1.1,22.5,0.4,,3.0,0,,,,,,,,1,0,,2025-05-07,2025-01-07,"United States, Canada",ES_1020599_53587_010720250256645_9304906,0
3892429,Hunter Fan Company,Casablanca,52in Julia,53650,,049694536501,Indoor Ceiling Fan,Standard Fan Only,52,201.1,1.1,36.8,0.4,,3.0,0,,,,,,,,1,0,,2025-05-07,2025-01-02,"United States, Canada",ES_1020599_53650_01022025051501_8392127,0
3892428,Hunter Fan Company,Casablanca,52in Julia,53651,,049694536518,Indoor Ceiling Fan,Standard Fan Only,52,201.1,1.1,36.8,0.4,,3.0,0,,,,,,,,1,0,,2025-05-07,2025-01-07,"United States, Canada",ES_1020599_53651_010720250626843_2021604,0
3722000,Hunter Fan Company,Casablanca,54in Elise,53467,,049694534675,Indoor Ceiling Fan,Standard Fan Only,54,213.4,1.4,36.3,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53467_102620240817657_1644527,0
3892430,Hunter Fan Company,Casablanca,60in Azalea,53584,,049694535849,Indoor Ceiling Fan,Standard Fan Only,60,248.9,1.5,36.3,0.4,,3.0,0,,,,,,,,1,0,,2025-05-07,2025-01-07,"United States, Canada",ES_1020599_53584_010220250524155_8377375,0
3721995,Hunter Fan Company,Casablanca,60in Inez,53469,,049694534699,Indoor Ceiling Fan,Standard Fan Only,60,316.3,1.3,21.8,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53469_102620240752655_4500956,1
3721996,Hunter Fan Company,Casablanca,60in Inez,53565,,049694535658,Indoor Ceiling Fan,Standard Fan Only,60,316.3,1.3,21.8,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53565_10282024094254_8323730,1
3721991,Hunter Fan Company,Casablanca,"60"" Stingray",53510,,49694535108,Indoor Ceiling Fan,Standard Fan Only,60,250.0,4.9,32.6,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53510_102520240646999_1670345,0
3721994,Hunter Fan Company,Casablanca,"60"" Stingray",53513,,49694535139,Indoor Ceiling Fan,Standard Fan Only,60,250.0,4.9,32.6,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53513_102520240645216_7427786,0
3721997,Hunter Fan Company,Casablanca,65in Melia,53470,,049694534705,Indoor Ceiling Fan,Standard Fan Only,65,253.4,3.2,36.1,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53470_102620240805130_7064609,0
3721998,Hunter Fan Company,Casablanca,65in Melia,53471,,049694534712,Indoor Ceiling Fan,Standard Fan Only,65,253.4,3.2,36.1,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53471_102820241028785_1029671,0
3721999,Hunter Fan Company,Casablanca,65in Melia,53568,,049694535689,Indoor Ceiling Fan,Standard Fan Only,65,253.4,3.2,36.1,0.4,,3.0,0,,,,,,,,1,0,,2025-01-20,2024-10-29,"United States, Canada",ES_1020599_53568_102820241027546_9811314,0
2765427,Hunter Fan Company,Hunter,44 Anisten,52774,,049694527745,Indoor Ceiling Fan,Hugger Fan Only,44,295.9,1.6,12.5,0.3,,3.0,0,,,,,,,,1,0,,2025-03-29,2025-03-24,"United States, Canada",ES_1020599_52774_112720230832657_2487430,1
2765426,Hunter Fan Company,Hunter,44 Anisten,52775,,049694527752,Indoor Ceiling Fan,Hugger Fan Only,44,295.9,1.6,12.5,0.3,,3.0,0,,,,,,,,1,0,,2025-03-29,2023-11-27,"United States, Canada",ES_1020599_52775_112020230654774_6827923,1
4012657,Hunter Fan Company,Hunter,44in Infinity,53642,,049694536426,Indoor Ceiling Fan,Standard Fan Only,44,191.2,2.4,22.3,0.5,,3.0,0,,,,,,,,1,0,,2025-04-08,2025-04-10,"United States, Canada",ES_1020599_53642_04012025054215_2697135,0
4012656,Hunter Fan Company,Hunter,44in Infinity,53643,,049694536433,Indoor Ceiling Fan,Standard Fan Only,44,191.2,2.4,22.3,0.5,,3.0,0,,,,,,,,1,0,,2025-04-08,2025-04-10,"United States, Canada",ES_1020599_53643_041020250152943_9985109,0
4012658,Hunter Fan Company,Hunter,44in Infinity,53656,,049694536563,Indoor Ceiling Fan,Standard Fan Only,44,191.2,2.4,22.3,0.5,,3.0,0,,,,,,,,1,0,,2025-04-08,2025-04-10,"United States, Canada",ES_1020599_53656_041020250155468_5870156,0
4470623,Hunter Fan Company,Hunter,44in ZenTech 5-Blade,53636,,049694536365,Indoor Ceiling Fan,Standard Fan Only,44,207.3,2.8,21.3,0.6,,3.0,0,,,,,,,,1,0,,2025-07-21,2025-07-09,"United States, Canada",ES_1020599_53636_070920250548611_7275663,0
4470624,Hunter Fan Company,Hunter,44in ZenTech 5-Blade,53639,,049694536396,Indoor Ceiling Fan,Standard Fan Only,44,207.3,2.8,21.3,0.6,,3.0,0,,,,,,,,1,0,,2025-07-21,2025-07-09,"United States, Canada",ES_1020599_53639_070420250257862_4128818,0
4470622,Hunter Fan Company,Hunter,44in ZenTech 5-Blade,53641,,049694536419,Indoor Ceiling Fan,Standard Fan Only,44,207.3,2.8,21.3,0.6,,3.0,0,,,,,,,,1,0,,2025-07-21,2025-07-09,"United States, Canada",ES_1020599_53641_070920250549214_3145927,0
2765419,Hunter Fan Company,Hunter,"44"" Swanson",52777,,049694527776,Indoor Ceiling Fan,Hugger Fan Only,44,258.6,1.6,16.4,0.3,,3.0,0,,,,,,,,1,0,,2025-03-25,2025-03-21,"United States, Canada",ES_1020599_52777_112720230604229_5754203,1
2765421,Hunter Fan Company,Hunter,"44"" Swanson",52778,,049694527783,Indoor Ceiling Fan,Hugger Fan Only,44,257.2,1.7,17.8,0.3,,3.0,0,,,,,,,,1,0,,2025-03-25,2023-11-27,"United States, Canada",ES_1020599_52778_112720230626139_8633580,1
2839463,Carro USA Inc.,Trifecte,SWR523E6N-FM,SWR523E6N-FM,",ADC523CN-FM,; ,ADC523CN-FMA,; ,ADC523E5N-FMA,; ,ADC523E6N-FMA,; ,BDC523CN-FM,; ,BDC523CN-FMA,; ,BDC523E5N-FMA,; ,BDC523E6N-FMA,; ,CE523CN-FM,; ,CE523CN-FMA,; ,CE523E5N-FMA,; ,CE523E6N-FMA,; ,CES523CN-FM,; ,CES523CN-FMA,; ,CES523E5N-FMA,; ,CES523E6N-FMA,; ,CFP523CN-FM,; ,CFP523CN-FMA,; ,CFP523E5N-FMA,; ,CFP523E6N-FMA,; ,CFR523CN-FM,; ,CFR523CN-FMA,; ,CFR523E5N-FMA,; ,CFR523E6N-FMA,; ,CFW523CN-FM,; ,CFW523CN-FMA,; ,CFW523E5N-FMA,; ,CFW523E6N-FM,; ,CFW523E6N-FMA,; ,CPR523CN-FM,; ,CPR523CN-FMA,; ,CPR523E5N-FMA,; ,CPR523E6N-FMA,; ,CWR523CN-FM,; ,CWR523CN-FMA,; ,CWR523E5N-FMA,; ,CWR523E6N-FM,; ,CWR523E6N-FMA,; ,LDC523CN-FM,; ,LDC523CN-FMA,; ,LDC523E5N-FMA,; ,LDC523E6N-FMA,; ,SFP523CN-FM,; ,SFP523CN-FMA,; ,SFP523E5N-FMA,; ,SFP523E6N-FMA,; ,SFR523CN-FM,; ,SFR523CN-FMA,; ,SFR523E5N-FMA,; ,SFR523E6N-FMA,; ,SFW523CN-FM,; ,SFW523CN-FMA,; ,SFW523E5N-FMA,; ,SFW523E6N-FMA,; ,SPR523CN-FM,; ,SPR523CN-FMA,; ,SPR523E5N-FMA,; ,SPR523E6N-FMA,; ,SWR523CN-FM,; ,SWR523CN-FMA,; ,SWR523E5N-FMA,; ,SWR523E6N-FMA,; ,WGA523CN-FM,; ,WGA523CN-FMA,; ,WGA523E5N-FMA,; ,WGA523E6N-FMA,; ,WGS523CN-FM,; ,WGS523CN-FMA,; ,WGS523E5N-FMA,; ,WGS523E6N-FMA,; ,YDC523CN-FM,; ,YDC523CN-FMA,; ,YDC523E5N-FMA,; ,YDC523E6N-FMA,",,Indoor Ceiling Fan,Standard Fan Only,52,238.2,1.6,21.1,0.5,,,0,,,,,,,,1,0,,2023-05-25,2023-12-12,United States,ES_1145460_SWR523E6N-FM_11142023145332_4733387,0
3418884,Delta Electronics Inc.,Delta,VCA523LED-27-BK,VCA523LED-27-BK,",VCA523LED-27-WH,; ,VCA523LED-30-BK,; ,VCA523LED-30-WH,; ,VCA523LED-35-BK,; ,VCA523LED-35-WH,; ,VCA523LED-40-BK,; ,VCA523LED-40-WH,; ,VCA523LED-50-BK,; ,VCA523LED-50-WH,",885917004811;885917004828;885917004835;885917004842;885917004866;885917004873;885917004927;885917004934;885917005078;885917005085,Outdoor Ceiling Fan,Standard Fan with Light Kit,52,357.7,2.3,14.5,0.6,,,0,,,,,,,,1,0,,2024-03-01,2024-03-18,United States,ES_1019376_VCA523LED-27-BK_03142024165411_4271356,1
2400975,Delta Electronics Inc.,Delta,VCA605LED-HEBK,VCA605LED-HEBK,",VCA605LED-HEWH,",885917004224;885917004231,Outdoor Ceiling Fan,Standard Fan with Light Kit,60,333.6,2.5,19.6,0.6,,,0,"Halsey Enterprise Co., Ltd",2000.0,20.2,0.92,,93.0,54000.0,1,0,,2022-08-26,2022-08-31,United States,ES_1019376_VCA605LED-HEBK_08292022100310_8659784,1
2400977,Delta Electronics Inc.,Delta,VCA608LED-HEBK,VCA608LED-HEBK,",VCA608LED-HEWH,",885917004248;885917004255,Outdoor Ceiling Fan,Standard Fan with Light Kit,60,382.8,3.0,16.7,0.6,,,0,"Halsey Enterprise Co., Ltd",2000.0,20.2,0.92,,93.0,54000.0,1,0,,2022-08-26,2022-08-31,United States,ES_1019376_VCA608LED-HEBK_08292022104828_6291925,1
2400978,Delta Electronics Inc.,Delta,VCA725LED-HEBK,VCA725LED-HEBK,",VCA725LED-HEWH,",885917004262;885917004279,Outdoor Ceiling Fan,Standard Fan with Light Kit,72,338.7,2.4,24.9,0.6,,,0,"Halsey Enterprise Co., Ltd",2000.0,20.2,0.92,,93.0,54000.0,1,0,,2022-08-26,2022-08-31,United States,ES_1019376_VCA725LED-HEBK_08292022105507_6390954,0
2400976,Delta Electronics Inc.,Delta,VCA728LED-HEBK,VCA728LED-HEBK,",VCA728LED-HEWH,",885917004286;885917004293,Outdoor Ceiling Fan,Standard Fan with Light Kit,72,409.2,2.7,25.4,0.6,,,0,"Halsey Enterprise Co., Ltd",2000.0,20.2,0.92,,93.0,54000.0,1,0,,2022-08-26,2022-08-31,United States,ES_1019376_VCA728LED-HEBK_08292022103126_1645471,1
4481102,"Division Construction Supply, Inc.","Division Construction Supply, Inc",FNX-X2023A-4B-WH-ES,FNX-X2023A-4B-WH-ES,",FNX-X2023A-4B-BK-ES,; ,FNX-X2023A-4B-BN-ES,; ,FNX-X2023A-4B-ORB-ES,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,218.5,3.3,24.7,0.3,,,0,,,,,,,,1,0,,2025-08-01,2025-08-06,United States,"ES_1152357_FNX-X2023A-4B-WH-ES,FNX-X2023A-4B-BK-ES,FNX-X2023A-4B-BN-ES,FNX-X2023A-4B-ORB-ES_07172025170553_1907159",0
3994371,Eko Tek LLC,Eko Tek Lighting,"Airflow 52""",EKO-5001-ES ***,",,(The each suffix ""*"" can be blank or one character to denote the different appearance color.)",789089075979,Indoor Ceiling Fan,Standard Fan Only,52,120.3,11.4,41.5,0.0,,3.0,0,,,,,,,,1,0,,2025-01-30,2025-02-11,United States,ES_1150868_EKO-5001-ES ***_02112025075579_2953459,0
3994374,Eko Tek LLC,Eko Tek Lighting,"Airflow 52""",EKO-5001-ES ***-***,",,(The each suffix ""*"" can be blank or one character to denote the different appearance color.)",,Indoor Ceiling Fan,Standard Fan Only,52,120.3,11.4,41.5,0.0,,3.0,0,,,,,,,,1,0,,2025-01-30,2025-02-11,United States,ES_1150868_EKO-5001-ES ***-***_021120250754878_6266449,0
3994373,Eko Tek LLC,Eko Tek Lighting,"Airflow 52""",EKO-5001-LED-ES ***,",,(The each suffix ""*"" can be blank or one character to denote the different appearance color.)",789089075955;789089075962;789089076006,Indoor Ceiling Fan,Standard Fan Only,52,120.3,11.4,41.5,0.0,,3.0,0,,,,,,,,1,0,,2025-01-30,2025-02-11,United States,ES_1150868_EKO-5001-LED-ES ***_021120250754800_8382792,0
3994372,Eko Tek LLC,Eko Tek Lighting,"Airflow 52""",EKO-5001-LED-ES ***-***,",,(The each suffix ""*"" can be blank or one character to denote the different appearance color.)",789089075986;789089075993,Indoor Ceiling Fan,Standard Fan Only,52,120.3,11.4,41.5,0.0,,3.0,0,,,,,,,,1,0,,2025-01-30,2025-02-11,United States,ES_1150868_CT-5001-ES_012420251332983_4172007,0
3705369,Eko Tek LLC,Eko Tek Lighting,"Windy 52""",EKO-1057-1-L,,789089075931,Indoor Ceiling Fan,Standard Fan Only,52,110.4,14.0,42.3,0.0,,3.0,0,,,,,,,,1,0,,2024-10-20,2024-10-15,United States,ES_1150868_EKO-1057-1-L_101420240311711_4153820,0
3706610,Eko Tek LLC,Eko Tek Lighting,"Windy 52""",EKO-1057-1***-***-L,",,(""***""stands for different colors, where each ""*"" can be a letter or a number, or blank)",,Indoor Ceiling Fan,Standard Fan Only,52,110.4,14.0,42.3,0.0,,3.0,0,,,,,,,,1,0,,2024-10-20,2024-10-15,United States,ES_1150868_EKO-1057-1***-***-L_10152024034119_4926585,0
3706609,Eko Tek LLC,Eko Tek Lighting,"Windy 52""",EKO-1057-1***-***-NL,",,(""***""stands for different colors, where each ""*"" can be a letter or a number, or blank)",,Indoor Ceiling Fan,Standard Fan Only,52,110.4,14.0,42.3,0.0,,3.0,0,,,,,,,,1,0,,2024-10-20,2024-10-15,United States,ES_1150868_EKO-1057-1***-***-NL_101520240343114_6971531,0
3999753,"Ellen Lighting, Inc",Biltmore Lighting,C552LEDNB-WHT-30-E-STAR,C552LEDNB-WHT-30-E-STAR,",C552LEDNB-BLK-30-E-STAR,; ,C552LEDNB-BN-30-E-STAR,; ,C552LEDNB-BRS-30-E-STAR,; ,C552LEDNB-CHRM-30-E-STAR,; ,C552LEDNB-EB-30-E-STAR,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,157.5,6.0,31.0,1.8,,3.0,0,,,,,,,,1,0,,2025-01-01,2025-03-13,United States,ES_1142087_C552LEDNB-BLK-30-E-STAR_02192025143801_6546343,0
3627022,"Ellen Lighting, Inc",Biltmore Lighting,C575NB ST-E-STAR,C575NB ST-E-STAR,",C575NB BLK-E-STAR,; ,C575NB BRS-E-STAR,; ,C575NB CHR-E-STAR,; ,C575NB EB-E-STAR,; ,C575NB WHT-E-STAR,",,Indoor Ceiling Fan,Standard Fan Only,52,184.5,3.6,27.5,0.9,,3.0,0,,,,,,,,1,0,,2024-08-26,2024-09-04,United States,ES_1142087_C575NB ST-E-STAR_09032024130421_7283928,0
3999752,"Ellen Lighting, Inc",Ellen Lighting,C552LEDNB-WHT-30-E-STAR,C552LEDNB-WHT-30-E-STAR,",C552LEDNB-BLK-30-E-STAR,; ,C552LEDNB-BN-30-E-STAR,; ,C552LEDNB-BRS-30-E-STAR,; ,C552LEDNB-CHRM-30-E-STAR,; ,C552LEDNB-EB-30-E-STAR,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,157.5,6.0,31.0,1.8,,3.0,0,,,,,,,,1,0,,2025-01-01,2025-03-13,United States,ES_1142087_C552LEDNB-BLK-30-E-STAR_02192025143801_4087335,0
3627018,"Ellen Lighting, Inc",Ellen Lighting,C575NB ST-E-STAR,C575NB ST-E-STAR,",C575NB BLK-E-STAR,; ,C575NB BRS-E-STAR,; ,C575NB CHR-E-STAR,; ,C575NB EB-E-STAR,; ,C575NB WHT-E-STAR,",,Indoor Ceiling Fan,Standard Fan Only,52,184.5,3.6,27.5,0.9,,3.0,0,,,,,,,,1,0,,2024-08-26,2024-09-04,United States,ES_1142087_C575NB ST-E-STAR_09032024130421_9168512,0
2332108,Fanimation Inc.,Fanimation,GLIDEAIRE,FPD8520*,,,"Outdoor Ceiling Fan,Indoor Ceiling Fan",Hugger Fan Only,52,218.0,2.1,27.6,0.9,,3.0,0,,,,,,,,1,0,,2019-01-31,2018-12-26,United States,ES_1040003_FPD8520*_12272018064842_3322473,1
2386877,Fanimation Inc.,Fanimation,Kute 44,FPD8547******,",,Each * to represent a letter or blank.",840506098404;840506098411;840506098428;840506098435;840506098442;840506099234;840506105522,Indoor Ceiling Fan,Standard Fan with Light Kit,44,216.0,1.8,26.2,0.9,,3.0,0,Bridgelux Inc.,1139.0,16.0,0.89,,93.0,50000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_FPD8547******_101820210416561_2768350,0
2386876,Fanimation Inc.,Fanimation,Kute 52,FPD8534******,",,Each * to represent a letter or blank.",840506098350;840506098367;840506098374;840506098381;840506098398;840506099227;840506105515,Indoor Ceiling Fan,Standard Fan with Light Kit,52,217.0,3.0,35.4,1.1,,3.0,0,Bridgelux Inc.,1139.0,16.0,0.89,,93.0,50000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_FPD8534******_101820210411757_9523798,0
2384691,Fanimation Inc.,Fanimation,LEVON CUSTOM,MAD7912******,",,Each * to represent a letter or blank. Note: 64-inch",840506086852;840506086869;840506086876;840506086883;840506087217;840506087224,Indoor Ceiling Fan,Standard Fan with Light Kit,64,257.0,4.6,28.0,1.5,,3.0,0,Bridgelux Inc.,1365.0,18.0,0.89,,92.0,56000.0,1,0,,2022-01-01,2021-09-23,United States,ES_1040003_MAD7912******_092320210031903_1009651,0
2384695,Fanimation Inc.,Fanimation,LEVON CUSTOM,MAD7912******,",,Each * to represent a letter or blank. Note: 52-inch",840506086852;840506086869;840506086876;840506086883;840506087217;840506087224,Indoor Ceiling Fan,Standard Fan with Light Kit,52,209.0,3.1,30.8,1.5,,3.0,0,Bridgelux Inc.,1365.0,18.0,0.89,,92.0,56000.0,1,0,,2022-01-01,2021-09-23,United States,ES_1040003_MAD7912******_092220212235576_7719551,0
2384813,Fanimation Inc.,Fanimation,LEVON CUSTOM,MAD7912******,",,Each * to represent a letter or blank. Note: 72-inch",840506086852;840506086869;840506086876;840506086883;840506087217;840506087224,Indoor Ceiling Fan,Standard Fan with Light Kit,72,273.0,5.8,33.3,1.5,,3.0,0,Bridgelux Inc.,1365.0,18.0,0.89,,92.0,56000.0,1,0,,2022-01-01,2021-09-23,United States,ES_1040003_MAD7912******_09232021003208_3122654,0
2368689,Fanimation Inc.,Fanimation,ODYN 84,FPD8159*,",,FPD8159* (* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)",,Outdoor Ceiling Fan,Standard Fan with Light Kit,84,399.0,4.4,35.2,1.7,,3.0,0,"Paragon Semiconductor Lighting Technology Co., Ltd.",1200.0,18.0,0.95,,94.0,36000.0,1,0,,2020-12-31,2020-10-18,United States,ES_1040003_FPD8159*_10262020030352_1432041,1
2323027,Fanimation Inc.,Fanimation,ODYN 84,"FPD8159*** (* = A ~ Z, 0 ~ 9 or blank)",,,Outdoor Ceiling Fan,Standard Fan with Light Kit,84,258.2,3.4,42.7,1.1,,3.0,0,"Semiconductor Lighting Technology Co., Ltd.",1200.0,18.0,0.98,,92.0,36000.0,1,0,,2018-06-15,2018-07-18,United States,"ES_1040003_FPD8159*** (* = A ~ Z, 0 ~ 9 or blank)_07192018020647_6007160",0
2368998,Fanimation Inc.,Fanimation,ODYN CUSTOM,MAD8152*,",,MAD8152* (* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)",,Outdoor Ceiling Fan,Standard Fan with Light Kit,72,347.0,3.4,29.7,1.5,,3.0,0,"Paragon Semiconductor Lighting Technology Co., Ltd.",1200.0,18.0,0.95,,94.0,36000.0,1,0,,2020-12-31,2020-10-29,United States,ES_1040003_MAD8152*_11022020055449_6489445,1
2369017,Fanimation Inc.,Fanimation,ODYN CUSTOM,MAD8152*,",,(* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)",,Outdoor Ceiling Fan,Standard Fan with Light Kit,56,251.0,2.7,30.6,1.5,,3.0,0,"Paragon Semiconductor Lighting Technology Co., Ltd.",1200.0,18.0,0.95,,94.0,36000.0,1,0,,2021-01-01,2020-11-03,United States,ES_1040003_MAD8152*_11032020030350_2630047,0
2369035,Fanimation Inc.,Fanimation,ODYN CUSTOM,MAD8152*,",,(* stands for 10 variables, each variable may be A through Z, 0 through 9 or blank, that could be numbers for color difference.)",,Outdoor Ceiling Fan,Standard Fan with Light Kit,64,298.0,2.9,30.1,1.5,,3.0,0,"Paragon Semiconductor Lighting Technology Co., Ltd.",1200.0,18.0,0.95,,94.0,36000.0,1,0,,2021-01-01,2020-11-04,United States,ES_1040003_MAD8152*_11042020023641_7401346,0
2333797,Fanimation Inc.,Fanimation,TRIAIRE CUSTOM,MAD8515*,,,Outdoor Ceiling Fan,Standard Fan with Light Kit,84,378.0,2.3,32.3,0.9,,3.0,0,"Paragon Semiconductor Lighting Technology Co., Ltd.",1210.0,18.0,0.95,,94.0,36000.0,1,0,,2019-02-14,2019-02-19,United States,ES_1040003_MAD8515*_02202019105919_0359736,0
2386824,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8530******,",,Each * to represent a letter or blank. Note: 48-inch",840506082762;840506082779;840506082786;840506082793;840506082809,Indoor Ceiling Fan,Standard Fan with Light Kit,48,192.0,1.9,33.8,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8530******_101820210320747_2681404,0
2386825,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8530******,",,Each * to represent a letter or blank. Note: 44-inch",840506082762;840506082779;840506082786;840506082793;840506082809,Indoor Ceiling Fan,Standard Fan with Light Kit,44,178.0,1.9,33.6,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8530******_101820210258478_1773809,0
2386826,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8530******,",,Each * to represent a letter or blank. Note: 56-inch",840506082762;840506082779;840506082786;840506082793;840506082809,Indoor Ceiling Fan,Standard Fan with Light Kit,56,215.0,2.0,37.3,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8530******_101820210321478_3571231,0
2386827,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8530******,",,Each * to represent a letter or blank. Note: 60-inch",840506082762;840506082779;840506082786;840506082793;840506082809,Indoor Ceiling Fan,Standard Fan with Light Kit,60,211.0,2.2,43.0,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8530******_101820210322248_9007065,0
2386828,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8530******,",,Each * to represent a letter or blank. Note: 52-inch",840506082762;840506082779;840506082786;840506082793;840506082809,Indoor Ceiling Fan,Standard Fan with Light Kit,52,208.0,1.9,39.0,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8530******_10182021032104_6114748,0
2386831,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8531******,",,Each * to represent a letter or blank. Note: 84-inch",840506082816;840506082823;840506082830;840506082847;840506082854,Indoor Ceiling Fan,Standard Fan with Light Kit,84,420.0,3.3,36.4,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8531******_101820210331685_3962587,1
2386832,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8531******,",,Each * to represent a letter or blank. Note: 64-inch",840506082816;840506082823;840506082830;840506082847;840506082854,Indoor Ceiling Fan,Standard Fan with Light Kit,64,307.0,2.1,33.0,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8531******_101820210310983_3911475,0
2386833,Fanimation Inc.,Fanimation,WRAP CUSTOM,MAD8531******,",,Each * to represent a letter or blank. Note: 72-inch",840506082816;840506082823;840506082830;840506082847;840506082854,Indoor Ceiling Fan,Standard Fan with Light Kit,72,372.0,2.3,35.5,0.9,,3.0,0,Bridgelux Inc.,1481.0,18.0,0.89,,93.0,56000.0,1,0,,2022-01-01,2021-10-18,United States,ES_1040003_MAD8531******_101820210331465_9449623,1
