ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Indoor/Outdoor,Product Type,Blade Span (Diameter) (in.),Ceiling Fan Efficiency (CFM/W),Fan Power Consumption-Low Speed (W),Fan Power Consumption-High Speed (W),Fan Power Consumption-Standby (W),Ceiling Fan Features,Ceiling Fan Components Warranty (Years),Shipped with ENERGY STAR Lamp(s),ENERGY STAR Lamp Partner,Total Light Output (lumens),Total Lighting Input Power (Watts),Power Factor of Light Kit,Light Color Appearance (CCT),Light Color Quality (CRI),Light Source Rated Life (Hours),Light Kit Dimmability,Connected Functionality,Connects Using,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2400281,Carro USA Inc.,Ceme,CES483QL-FM,CES483QL-FM,",CES483Q5L-FM,; ,CES483Q6L-FM,",,Indoor Ceiling Fan,Standard Fan with Light Kit,48,150.7,3.3,21.9,1.8,,,0,Edison Opto Corporation,2140.0,24.0,0.9,,92.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES483QL-FM_08012022144905_9359326,0
2400305,Carro USA Inc.,Ceme,CES523BL,CES523BL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,149.5,2.6,40.4,1.7,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES523BL_08012022155816_9238052,0
2383324,Carro USA Inc.,Ceme,CES-523FL,CES-523FL,,811300030990,Indoor Ceiling Fan,Standard Fan with Light Kit,52,199.9,2.5,26.8,1.7,,,0,Edison Opto Corporation,3360.0,40.0,0.96,,93.0,50000.0,1,0,,2021-07-20,2021-08-11,United States,ES_1145460_CES-523FL_07222021145541_8426353,0
2400181,Carro USA Inc.,Ceme,CES523KL,CES523KL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,219.8,3.0,19.3,1.8,,,0,Edison Opto Corporation,2140.0,24.0,0.9,,92.0,50000.0,1,0,,2022-03-01,2022-08-15,United States,ES_1145460_CES523KL_08102022094707_9768945,0
2400347,Carro USA Inc.,Ceme,CES523PL-FM,CES523PL-FM,",CES523P1L-FM,; ,CES523P1L2-FM,; ,CES523P2L-FM,; ,CES523P2L2-FM,; ,CES523P3L1-FM,",,Indoor Ceiling Fan,Hugger Fan with Light Kit,52,187.8,3.7,23.8,1.8,,,0,Edison Opto Corporation,2140.0,24.0,0.9,,92.0,50000.0,1,0,,2022-03-01,2022-08-19,United States,ES_1145460_CES523PL-FM_08012022145848_8791222,0
2400172,Carro USA Inc.,Ceme,CES523QL-FM,CES523QL-FM,",CES523Q5L-FM,; ,CES523Q6L-FM,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,148.1,2.9,25.9,1.9,,,0,Edison Opto Corporation,2140.0,24.0,0.9,,92.0,50000.0,1,0,,2022-03-01,2022-08-15,United States,ES_1145460_CES523QL-FM_08012022143343_2529373,0
2400286,Carro USA Inc.,Ceme,CES525BL,CES525BL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,150.8,2.7,25.5,1.7,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES525BL_03192022165119_1296458,0
2400177,Carro USA Inc.,Ceme,CES525JL,CES525JL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,159.1,2.9,27.2,1.8,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-15,United States,ES_1145460_CES525JL_06292022145015_1284380,0
2400300,Carro USA Inc.,Ceme,CES563BL,CES563BL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,56,136.8,3.0,45.1,1.7,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES563BL_08012022153750_3856588,0
2370885,Carro USA Inc.,Ceme,CES-563FL,CES-563FL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,56,190.4,2.5,32.3,1.7,,,0,Edison Opto Corporation,3360.0,40.0,0.96,,93.0,50000.0,1,0,,2021-12-01,2020-12-14,United States,ES_1145460_CES-563FL_11132020105535_987235,0
2400291,Carro USA Inc.,Ceme,CES565B3L,CES565B3L,",CES565B6L,",,Indoor Ceiling Fan,Standard Fan with Light Kit,56,171.7,3.7,25.7,1.9,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES565B3L_08012022152411_2845690,0
2371596,Carro USA Inc.,Ceme,CES-603FL,CES-603FL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,60,212.7,2.6,28.0,1.7,,,0,Edison Opto Corporation,3360.0,40.0,0.96,,93.0,50000.0,1,0,,2021-12-01,2021-01-04,United States,ES_1145460_CES-603FL_11162020111343_6754323,0
3994447,Carro USA Inc.,Ceme,CFR523Q5L,CFR523Q5L,",CES523Q5L,; ,CES523Q5L-FM,; ,CES523Q5L-FMA,; ,CES523Q5N,; ,CES523Q5N-FM,; ,CES523Q5N-FMA,; ,CFP523Q5L,; ,CFP523Q5L-FM,; ,CFP523Q5L-FMA,; ,CFP523Q5N,; ,CFP523Q5N-FM,; ,CFP523Q5N-FMA,; ,CFR523Q5L-FM,; ,CFR523Q5L-FMA,; ,CFR523Q5N,; ,CFR523Q5N-FM,; ,CFR523Q5N-FMA,; ,CFW523Q5L,; ,CFW523Q5L-FM,; ,CFW523Q5L-FMA,; ,CFW523Q5N,; ,CFW523Q5N-FM,; ,CFW523Q5N-FMA,; ,CPW523Q5L,; ,CPW523Q5L-FM,; ,CPW523Q5L-FMA,; ,CPW523Q5N,; ,CPW523Q5N-FM,; ,CPW523Q5N-FMA,; ,CRP523Q5L,; ,CRP523Q5L-FM,; ,CRP523Q5L-FMA,; ,CRP523Q5N,; ,CRP523Q5N-FM,; ,CRP523Q5N-FMA,; ,CRW523Q5L,; ,CRW523Q5L-FM,; ,CRW523Q5L-FMA,; ,CRW523Q5N,; ,CRW523Q5N-FM,; ,CRW523Q5N-FMA,; ,P523Q5L,; ,P523Q5L-FM,; ,P523Q5L-FMA,; ,P523Q5N,; ,P523Q5N-FM,; ,P523Q5N-FMA,; ,PR523Q5L,; ,PR523Q5L-FM,; ,PR523Q5L-FMA,; ,PR523Q5N,; ,PR523Q5N-FM,; ,PR523Q5N-FMA,; ,PRW523Q5L,; ,PRW523Q5L-FM,; ,PRW523Q5L-FMA,; ,PRW523Q5N,; ,PRW523Q5N-FM,; ,PRW523Q5N-FMA,; ,PW523Q5L,; ,PW523Q5L-FM,; ,PW523Q5L-FMA,; ,PW523Q5N,; ,PW523Q5N-FM,; ,PW523Q5N-FMA,; ,R523Q5L,; ,R523Q5L-FM,; ,R523Q5L-FMA,; ,R523Q5N,; ,R523Q5N-FM,; ,R523Q5N-FMA,; ,RPW523Q5L,; ,RPW523Q5L-FM,; ,RPW523Q5L-FMA,; ,RPW523Q5N,; ,RPW523Q5N-FM,; ,RPW523Q5N-FMA,; ,SFP523Q5L,; ,SFP523Q5L-FM,; ,SFP523Q5L-FMA,; ,SFP523Q5N,; ,SFP523Q5N-FM,; ,SFP523Q5N-FMA,; ,SFR523Q5L,; ,SFR523Q5L-FM,; ,SFR523Q5L-FMA,; ,SFR523Q5N,; ,SFR523Q5N-FM,; ,SFR523Q5N-FMA,; ,SFW523Q5L,; ,SFW523Q5L-FM,; ,SFW523Q5L-FMA,; ,SFW523Q5N,; ,SFW523Q5N-FM,; ,SFW523Q5N-FMA,; ,SPR523Q5L,; ,SPR523Q5L-FM,; ,SPR523Q5L-FMA,; ,SPR523Q5N,; ,SPR523Q5N-FM,; ,SPR523Q5N-FMA,; ,SR523Q5L,; ,SR523Q5L-FM,; ,SR523Q5L-FMA,; ,SR523Q5N,; ,SR523Q5N-FM,; ,SR523Q5N-FMA,; ,SW523Q5L,; ,SW523Q5L-FM,; ,SW523Q5L-FMA,; ,SW523Q5N,; ,SW523Q5N-FM,; ,SW523Q5N-FMA,; ,SWR523Q5L,; ,SWR523Q5L-FM,; ,SWR523Q5L-FMA,; ,SWR523Q5N,; ,SWR523Q5N-FM,; ,SWR523Q5N-FMA,; ,W523Q5L,; ,W523Q5L-FM,; ,W523Q5L-FMA,; ,W523Q5N,; ,W523Q5N-FM,; ,W523Q5N-FMA,; ,WR523Q5L,; ,WR523Q5L-FM,; ,WR523Q5L-FMA,; ,WR523Q5N,; ,WR523Q5N-FM,; ,WR523Q5N-FMA,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,241.7,2.3,20.6,0.4,,,0,,,,,,,,1,0,,2024-08-01,2025-02-13,United States,ES_1145460_CFR523Q5L_12302024114752_37821,0
3994445,Carro USA Inc.,Ceme,CFR524E5L,CFR524E5L,",CES524E5L,; ,CES524E5L-FM,; ,CES524E5L-FMA,; ,CES524E5N,; ,CES524E5N-FM,; ,CES524E5N-FMA,; ,CFP524E5L,; ,CFP524E5L-FM,; ,CFP524E5L-FMA,; ,CFP524E5N,; ,CFP524E5N-FM,; ,CFP524E5N-FMA,; ,CFR524E5L-FM,; ,CFR524E5L-FMA,; ,CFR524E5N,; ,CFR524E5N-FM,; ,CFR524E5N-FMA,; ,CFW524E5L,; ,CFW524E5L-FM,; ,CFW524E5L-FMA,; ,CFW524E5N,; ,CFW524E5N-FM,; ,CFW524E5N-FMA,; ,CPW524E5L,; ,CPW524E5L-FM,; ,CPW524E5L-FMA,; ,CPW524E5N,; ,CPW524E5N-FM,; ,CPW524E5N-FMA,; ,CRP524E5L,; ,CRP524E5L-FM,; ,CRP524E5L-FMA,; ,CRP524E5N,; ,CRP524E5N-FM,; ,CRP524E5N-FMA,; ,CRW524E5L,; ,CRW524E5L-FM,; ,CRW524E5L-FMA,; ,CRW524E5N,; ,CRW524E5N-FM,; ,CRW524E5N-FMA,; ,P524E5L,; ,P524E5L-FM,; ,P524E5L-FMA,; ,P524E5N,; ,P524E5N-FM,; ,P524E5N-FMA,; ,PR524E5L,; ,PR524E5L-FM,; ,PR524E5L-FMA,; ,PR524E5N,; ,PR524E5N-FM,; ,PR524E5N-FMA,; ,PRW524E5L,; ,PRW524E5L-FM,; ,PRW524E5L-FMA,; ,PRW524E5N,; ,PRW524E5N-FM,; ,PRW524E5N-FMA,; ,PW524E5L,; ,PW524E5L-FM,; ,PW524E5L-FMA,; ,PW524E5N,; ,PW524E5N-FM,; ,PW524E5N-FMA,; ,R524E5L,; ,R524E5L-FM,; ,R524E5L-FMA,; ,R524E5N,; ,R524E5N-FM,; ,R524E5N-FMA,; ,RPW524E5L,; ,RPW524E5L-FM,; ,RPW524E5L-FMA,; ,RPW524E5N,; ,RPW524E5N-FM,; ,RPW524E5N-FMA,; ,SFP524E5L,; ,SFP524E5L-FM,; ,SFP524E5L-FMA,; ,SFP524E5N,; ,SFP524E5N-FM,; ,SFP524E5N-FMA,; ,SFR524E5L,; ,SFR524E5L-FM,; ,SFR524E5L-FMA,; ,SFR524E5N,; ,SFR524E5N-FM,; ,SFR524E5N-FMA,; ,SFW524E5L,; ,SFW524E5L-FM,; ,SFW524E5L-FMA,; ,SFW524E5N,; ,SFW524E5N-FM,; ,SFW524E5N-FMA,; ,SPR524E5L,; ,SPR524E5L-FM,; ,SPR524E5L-FMA,; ,SPR524E5N,; ,SPR524E5N-FM,; ,SPR524E5N-FMA,; ,SR524E5L,; ,SR524E5L-FM,; ,SR524E5L-FMA,; ,SR524E5N,; ,SR524E5N-FM,; ,SR524E5N-FMA,; ,SW524E5L,; ,SW524E5L-FM,; ,SW524E5L-FMA,; ,SW524E5N,; ,SW524E5N-FM,; ,SW524E5N-FMA,; ,SWR524E5L,; ,SWR524E5L-FM,; ,SWR524E5L-FMA,; ,SWR524E5N,; ,SWR524E5N-FM,; ,SWR524E5N-FMA,; ,W524E5L,; ,W524E5L-FM,; ,W524E5L-FMA,; ,W524E5N,; ,W524E5N-FM,; ,W524E5N-FMA,; ,WR524E5L,; ,WR524E5L-FM,; ,WR524E5L-FMA,; ,WR524E5N,; ,WR524E5N-FM,; ,WR524E5N-FMA,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,242.4,1.5,22.7,0.0,,,0,,,,,,,,1,0,,2024-08-01,2025-02-13,United States,ES_1145460_CFR524E5L_12302024144349_8193837,0
3555337,Ferguson Enterprises,Miseno,FF525HBNCMES,FF525HBNCMES,,781889918531,Indoor Ceiling Fan,Standard Fan Only,52,224.3,2.5,23.9,0.0,,3.0,0,,,,,,,,1,0,,2023-11-05,2024-07-26,United States,ES_1092191_FF525HBNCMES_072520241749341_1776151,0
3555333,Ferguson Enterprises,Miseno,FF525HBNCMES,FF525H**CMES,",,(** may be suffixed with any two alphanumeric characters, represents color or configuration difference.)",,Indoor Ceiling Fan,Standard Fan Only,52,224.3,2.5,23.9,0.0,,3.0,0,,,,,,,,1,0,,2023-11-05,2024-07-26,United States,ES_1092191_FF525H**CMES_072520241742355_5831306,0
3555339,Ferguson Enterprises,Westcraft,FF525HBNCMES,TS-52-019,,,Indoor Ceiling Fan,Hugger Fan Only,52,210.6,2.5,26.7,0.0,,3.0,0,,,,,,,,1,0,,2023-11-05,2024-07-26,United States,ES_1092191_TS-52-019_072520241753144_6901448,1
2635639,Globalux Lighting LLC,Globalux Lighting,ESKY-52-3-19-120D-930-XXXXX,ESKY-52-3-19-120D-930-*****,",,(*****(Model with suffix *, where * may be blank or alphanumeric character)",025066018240;025066018257;025066018264,Indoor Ceiling Fan,Standard Fan Only,52,113.3,12.4,51.3,0.0,,3.0,0,,,,,,,,1,0,,2023-09-25,2023-08-11,"United States, Canada",ES_1131198_ESKY-52-3-19-120D-930-*****_080720230804692_7750256,0
2635640,Globalux Lighting LLC,Globalux Lighting,ESKY-52-3-19-120D-930-XXXXX,ESKY-52-3-2MB-120D-930-*****,",,(*****(Model with suffix *, where * may be blank or alphanumeric character)",025066018240;025066018257;025066018264,Indoor Ceiling Fan,Standard Fan Only,52,113.3,12.4,51.3,0.0,,3.0,0,,,,,,,,1,0,,2023-09-25,2023-08-11,"United States, Canada",ES_1131198_ESKY-52-3-2MB-120D-930-*****_080920230838186_8138373,0
2635641,Globalux Lighting LLC,Globalux Lighting,ESKY-52-5-19-120D-930-XXXXX,ESKY-52-5-19-120D-930-*****,",,(*****(Model with suffix *, where * may be blank or alphanumeric character)",025066018271,Indoor Ceiling Fan,Standard Fan Only,52,111.3,12.5,50.8,0.0,,3.0,0,,,,,,,,1,0,,2023-09-25,2023-08-11,"United States, Canada",ES_1131198_ESKY-52-5-19-120D-930-*****_080720230904506_5458493,0
2681102,Globalux Lighting LLC,Globalux Lighting,ESKY-52-5-19-120D-930-XXXXX,ESKY-52-5-2MB-120D-930-*****,",,(*****(Model with suffix *, where * may be blank or alphanumeric character)",025066018271,Indoor Ceiling Fan,Standard Fan Only,52,111.3,12.5,50.8,0.0,,3.0,0,,,,,,,,1,0,,2023-09-25,2023-08-11,"United States, Canada",ES_1131198_ESKY-52-5-2MB-120D-930-*****_10112023022000_5333610,0
2687105,Globalux Lighting LLC,Globalux Lighting,"Skylux 52"" Ceiling Fan, 4-Blade",ESKY-52-4-19-120D-930-**-**-**,",,(Model with suffix ""**"", where ""*"" may be blank oralphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,113.5,12.4,50.2,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-30,"United States, Canada",ES_1131198_ESKY-52-4-19-120D-930-**-**-**_103020230658267_5222267,0
2687103,Globalux Lighting LLC,Globalux Lighting,"Skylux 52"" Ceiling Fan, 4-Blade",ESKY-52-4-2MB-120-930-**-**-**,",,(Model with suffix ""**"", where ""*"" may be blank oralphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,113.5,12.4,50.2,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-30,"United States, Canada",ES_1131198_ESKY-52-4-2MB-120-930-**-**-**_103020230657577_3785157,0
2687104,Globalux Lighting LLC,Globalux Lighting,"Skylux 52"" Ceiling Fan, 4-Blade",ESKY-52-4-2MB-120-930-BN-SL-PC,,025066018516,Indoor Ceiling Fan,Standard Fan Only,52,113.5,12.4,50.2,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-30,"United States, Canada",ES_1131198_ESKY-52-4-2MB-120-930-BN-SL-PC_102620230925968_2540432,0
2697682,Globalux Lighting LLC,Globalux Lighting,"Vento 52"" Fan, 4 Blade",EVNT-52-4-120-**-**-**,",,(Model with suffix **, where * may be blank or alphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,112.2,12.8,46.9,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-31,"United States, Canada",ES_1131198_EVNT-52-4-120-**-**-**_103020230818316_3924444,0
2697683,Globalux Lighting LLC,Globalux Lighting,"Vento 52"" Fan, 4 Blade",EVNT-52-4-120-BL-BL-PC,,025066018554,Indoor Ceiling Fan,Standard Fan Only,52,112.2,12.8,46.9,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-31,"United States, Canada",ES_1131198_EVNT-52-4-120-BL-BL-PC_103020230821961_1602821,0
2697684,Globalux Lighting LLC,Globalux Lighting,"Vento 52"" Fan, 4 Blade",EVNT-52-4-120-BN-SL-PC,,025066018547,Indoor Ceiling Fan,Standard Fan Only,52,112.2,12.8,46.9,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-31,"United States, Canada",ES_1131198_EVNT-52-4-120-BN-SL-PC_102620230936769_8975513,0
2697685,Globalux Lighting LLC,Globalux Lighting,"Vento 52"" Fan, 4 Blade",EVNT-52-4-18-120D-930-**-**-**,",,(Model with suffix **, where * may be blank or alphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,112.2,12.8,46.9,0.0,,3.0,0,,,,,,,,1,0,,2023-10-30,2023-10-31,"United States, Canada",ES_1131198_EVNT-52-4-18-120D-930-**-**-**_103020230816344_2619365,0
2732637,Globe Electric Inc.,Globe,27105,27105,",GE27015,",,Indoor Ceiling Fan,Standard Fan with Light Kit,48,270.7,3.0,21.6,0.6,,3.0,0,,,,,,,,1,0,,2023-11-03,2023-11-10,United States,ES_31577_27105_11092023172847_5815088,1
2732638,Globe Electric Inc.,Globe,27106;GE27016,27106;GE27016,,,Indoor Ceiling Fan,Standard Fan with Light Kit,48,274.6,4.9,20.9,0.6,,3.0,0,,,,,,,,1,0,,2023-11-03,2023-11-10,United States,ES_31577_27106;GE27016_11092023173137_1237298,1
2732639,Globe Electric Inc.,Globe,27107,27107,",GE27107,",,Indoor Ceiling Fan,Standard Fan with Light Kit,48,232.7,4.9,25.8,1.2,,3.0,0,,,,,,,,1,0,,2023-11-01,2023-11-10,United States,ES_31577_27107_11092023173628_9856836,0
2732633,Globe Electric Inc.,Globe,27109,27109,",GE27109,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,154.8,6.1,52.8,1.1,,3.0,0,,,,,,,,1,0,,2023-11-01,2023-11-10,United States,ES_31577_27109_11092023172459_1981164,0
4016388,Globe Electric Inc.,Globe,27109-U,27109-U,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,197.4,5.2,31.5,1.1,,3.0,0,,,,,,,,1,0,,2025-04-01,2025-04-29,"United States, Canada",ES_31577_27109-U_04232025182108_6794397,0
3813007,Globe Electric Inc.,Globe,37000026,37000026,,,Indoor Ceiling Fan,Standard Fan with Light Kit,56,212.4,,32.4,1.3,,3.0,0,,,,,,,,1,0,,2024-11-15,2024-11-15,"United States, Canada",ES_31577_37000026_10282024152800_0000001,0
4016389,Globe Electric Inc.,Globe,37000055,37000055,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,201.7,4.3,24.8,1.7,,3.0,0,,,,,,,,1,0,,2025-04-01,2025-04-29,"United States, Canada",ES_31577_37000055_04232025184558_688135,0
3543477,Globe Electric Inc.,Globe,37000062,37000062,,058219855904,Indoor Ceiling Fan,Hugger Fan with Light Kit,52,183.2,3.5,28.3,0.7,,3.0,0,,,,,,,,1,0,,2024-06-11,2024-06-13,"United States, Canada",ES_31577_37000062_06112024165027_2242395,0
3543479,Globe Electric Inc.,Globe,37000063,37000063,,058219938317,Indoor Ceiling Fan,Standard Fan with Light Kit,52,139.6,5.1,50.8,1.3,,3.0,0,,,,,,,,1,0,,2024-06-11,2024-06-13,"United States, Canada",ES_31577_37000063_06112024165523_2243310,0
3629710,Globe Electric Inc.,Globe,37000087,37000087,,058219938317,Indoor Ceiling Fan,Standard Fan Only,52,139.6,5.1,50.8,1.3,,,0,,,,,,,,1,0,,2024-06-11,2024-09-27,United States,ES_31577_37000087_09192024160729_5426294,0
3813016,Globe Electric Inc.,Globe,37000088,37000088,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,169.7,,36.1,0.8,,3.0,0,,,,,,,,1,0,,2024-11-15,2024-11-15,"United States, Canada",ES_31577_37000088_10282024152800_0000001,0
3629716,Globe Electric Inc.,Globe,37000089,37000089,,058219938317,Indoor Ceiling Fan,Standard Fan Only,52,194.4,6.7,37.5,0.7,,,0,,,,,,,,1,0,,2024-06-11,2024-09-27,United States,ES_31577_37000089_09202024143206_9516565,0
3813011,Globe Electric Inc.,Globe,37000090,37000090,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,190.8,,28.9,0.7,,3.0,0,,,,,,,,1,0,,2024-11-15,2024-11-15,"United States, Canada",ES_31577_37000090_10282024152800_0000001,0
4481202,Globe Electric Inc.,Globe,37000132,37000132,,058219703625,Indoor Ceiling Fan,Standard Fan Only,30,128.0,8.0,27.6,0.5,,3.0,0,,,,,,,,1,0,,2025-08-10,2025-08-13,"United States, Canada",ES_31577_37000132_080720250743235_2047340,0
4480837,Globe Electric Inc.,Globe,37000139,37000139,,058219200131,Indoor Ceiling Fan,Standard Fan Only,72,187.0,9.4,55.0,0.6,,3.0,0,,,,,,,,1,0,,2025-07-15,2025-07-25,"United States, Canada",ES_31577_37000139_071020250906206_6543019,0
4480839,Globe Electric Inc.,Globe,37000168,37000168,,058219692370,Indoor Ceiling Fan,Standard Fan Only,60,157.0,6.2,50.2,1.4,,3.0,0,,,,,,,,1,0,,2025-07-15,2025-07-25,"United States, Canada",ES_31577_37000168_07102025085859_2277222,0
4498478,Globe Electric Inc.,Globe,Ceiling Fan,37000152,,058219291627,Indoor Ceiling Fan,Standard Fan Only,42,174.4,3.5,21.7,1.0,,3.0,0,,,,,,,,1,0,,2025-09-25,2025-09-10,"United States, Canada",ES_31577_37000152_091020250721585_7941351,0
4498480,Globe Electric Inc.,Globe,Ceiling Fan,37000153,,058219761212,Indoor Ceiling Fan,Standard Fan Only,52,155.5,3.7,34.7,1.1,,3.0,0,,,,,,,,1,0,,2025-09-25,2025-09-10,"United States, Canada",ES_31577_37000153_082220251421278_4331824,0
4498479,Globe Electric Inc.,Globe,Ceiling Fan,37000165,,058219059739,Indoor Ceiling Fan,Standard Fan Only,42,174.4,3.5,21.7,1.0,,3.0,0,,,,,,,,1,0,,2025-09-25,2025-09-10,"United States, Canada",ES_31577_37000165_082220251357112_1037658,0
4480838,Globe Electric Inc.,Globe,GE37000139,GE37000139,,058219200131,Indoor Ceiling Fan,Standard Fan Only,72,187.0,9.4,55.0,0.6,,3.0,0,,,,,,,,1,0,,2025-07-15,2025-07-25,"United States, Canada",ES_31577_GE37000139_072520250645708_1566356,0
4480840,Globe Electric Inc.,Globe,GE37000168,GE37000168,,058219692370,Indoor Ceiling Fan,Standard Fan Only,60,157.0,6.2,50.2,1.4,,3.0,0,,,,,,,,1,0,,2025-07-15,2025-07-25,"United States, Canada",ES_31577_GE37000168_072520250340679_3363989,0
3543478,Globe Electric Inc.,Globe,GE37062,GE37062,,,Indoor Ceiling Fan,Hugger Fan with Light Kit,52,183.2,3.5,28.3,0.7,,3.0,0,,,,,,,,1,0,,2024-06-11,2024-06-13,"United States, Canada",ES_31577_GE37062_06112024165032_5048639,0
3543480,Globe Electric Inc.,Globe,GE37063,GE37063,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,139.6,5.1,50.8,1.3,,3.0,0,,,,,,,,1,0,,2024-06-11,2024-06-13,"United States, Canada",ES_31577_GE37063_06112024165528_5791895,0
3629711,Globe Electric Inc.,Globe,GE37087,GE37087,,,Indoor Ceiling Fan,Standard Fan Only,52,139.6,5.1,50.8,1.3,,,0,,,,,,,,1,0,,2024-06-11,2024-09-27,"United States, Canada",ES_31577_GE37087_09192024160839_7754023,0
4481203,Globe Electric Inc.,Globe,GL37000132,GL37000132,,058219703625,Indoor Ceiling Fan,Standard Fan Only,30,128.0,8.0,27.6,0.5,,3.0,0,,,,,,,,1,0,,2025-08-10,2025-08-13,"United States, Canada",ES_31577_GL37000132_081320250204898_6396250,0
2389855,Greenheck Fan Corporation,Greenheck,DC-5-4-3MV****,DC-5-4-3MV****,,,Indoor Ceiling Fan,Standard Fan Only,52,251.2,,25.3,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_DC-5-4-3MV****_12162021104252_1913263,0
2389857,Greenheck Fan Corporation,Greenheck,DC-5-5-3MV****,DC-5-5-3MV****,,,Indoor Ceiling Fan,Standard Fan Only,60,222.9,,41.2,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_DC-5-5-3MV****_12162021110247_8882257,0
2389859,Greenheck Fan Corporation,Greenheck,DC-5-6-3MV****,DC-5-6-3MV****,,,Indoor Ceiling Fan,Standard Fan Only,72,220.5,,56.4,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_DC-5-6-3MV****_12162021111653_8175012,0
2389862,Greenheck Fan Corporation,Greenheck,DC-5-7-3MV****,DC-5-7-3MV****,,,Indoor Ceiling Fan,Standard Fan Only,84,236.6,,61.4,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_DC-5-7-3MV****_12162021112525_5757562,0
2389856,Greenheck Fan Corporation,Venco,VCFC-5-4-3MV****,VCFC-5-4-3MV****,",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,",,Indoor Ceiling Fan,Standard Fan Only,52,251.2,,25.3,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_VCFC-5-4-3MV****_12162021104252_2018549,0
2389858,Greenheck Fan Corporation,Venco,VCFC-5-4-3MV****,VCFC-5-4-3MV****,",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,",,Indoor Ceiling Fan,Standard Fan Only,60,222.9,,41.2,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_VCFC-5-4-3MV****_12162021110247_886347,0
2389860,Greenheck Fan Corporation,Venco,VCFC-5-4-3MV****,VCFC-5-4-3MV****,",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,",,Indoor Ceiling Fan,Standard Fan Only,72,220.5,,56.4,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_VCFC-5-4-3MV****_12162021111653_8012659,0
2389863,Greenheck Fan Corporation,Venco,VCFC-5-4-3MV****,VCFC-5-4-3MV****,",VCFC-5-5-3MV****,; ,VCFC-5-6-3MV****,; ,VCFC-5-7-3MV****,",,Indoor Ceiling Fan,Standard Fan Only,84,236.6,,61.4,3.2,,10.0,0,,,,,,,,1,0,,2021-10-04,2021-12-29,United States,ES_1003326_VCFC-5-4-3MV****_12162021112525_4348871,0
