ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2406385,Frestec,FR 742 BX,",FR 742 BK,; ,FR 742 SL,; ,FR 742 WH,",737547694187;760354510074;760354510081;760354510098,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,1,0,0,0,0,57.1,21.3,7.4,8.5,336,386.0,,,,0,,,,,2022-09-20,2022-12-29,United States,ES_1146193_FR 742 BX_12132022135340_1344110,0
2384729,Frestec,FTC30RF,",FTC30RE,",760354509337;760354509481;760354509535;760354509719,Compact Refrigerator,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.5,17.8,3.0,3.7,253,286.0,,,,0,,,,,2021-09-15,2021-09-28,United States,ES_1146193_FTC30RF_09242021142109_1096612,0
2384728,Frestec;Upstreman,FTC45R,",CR45,; ,FR 450 BK,; ,FR 450 SL,; ,FR 450 WH,; ,FR45,; ,SR45,",652726292872;652726292933;652726293053;760354509283;760354509986;760354509993;760354510005,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.5,20.6,4.5,4.5,226,254.0,,,,0,,,,,2021-09-15,2021-09-28,United States,ES_1146193_FTC45R_09242021140703_7843133,0
2331902,Frigiaire,EFR331,"Refrigerator,,; Refrigerator,EFR331-BLACK,; Refrigerator,EFR331-BLACK-COM,; Refrigerator,EFR331-WHITE-COM,; Refrigerator,EFR372,; Refrigerator,EFR372-BLACK-COM,; Refrigerator,EFR372-BLUE-COM,; Refrigerator,EFR372-PINK-COM,; Refrigerator,EFR372-WHITE-COM,; Refrigerator,EFR376,; Refrigerator,EFR376-B-BLACK,; Refrigerator,EFR376-B-BLUE-COM,; Refrigerator,EFR376-B-RED-COM,; Refrigerator,EFR376-BLACK,; Refrigerator,EFR376-BLACK-COM,; Refrigerator,EFR376-BLUE-COM,; Refrigerator,EFR376-PINK-COM,; Refrigerator,EFR376-RED-COM,; Refrigerator,EFR376-WHITE-COM,; Refrigerator,RFR320,; Refrigerator,RFR320-B-BLACK-COM,; Refrigerator,RFR320-B-LIME-COM,; Refrigerator,RFR320-B-ORANGE-COM,; Refrigerator,RFR320-B-WHITE-COM,; Refrigerator,RFR321,; Refrigerator,RFR321-B-STAINLESS-COM,; Refrigerator,RFR321-D-PURPLE,; Refrigerator,RFR321-STAINLESS,; Refrigerator,RFR322,; Refrigerator,RFR322-E-COM,; Refrigerator,RFR376,; Refrigerator,RFR376-B-BLUE,; Refrigerator,RFR376-B-RED,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,32.6,18.5,3.2,3.2,197,244.0,,,,0,,,,,2018-09-13,2018-12-20,United States,ES_1120898_EFR331_12212018104712_7137187,0
2404479,Frigidaire,EFR107-B-BLACK-COM,"Refrigerator,EFR115-B-BLUE-COM,",58465806743,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR107-B-BLACK-COM_11142022122539_3559283,0
2404496,Frigidaire,EFR107-WHITE,"Refrigerator,EFR176-BLACK_AMZ,",58465818869,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR107-WHITE_11142022122539_4362267,0
2404489,Frigidaire,EFR115-B-BLACK,"Refrigerator,EFR115-B-PURPLE-COM,",58465807269,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR115-B-BLACK_11142022122539_7286157,0
2404480,Frigidaire,EFR115-B-BLUE-COM,"Refrigerator,EFR176-B-MOONBM-COM,",58465807283,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR115-B-BLUE-COM_11142022122539_8261124,0
2404490,Frigidaire,EFR115-B-PURPLE-COM,"Refrigerator,EFR115-C-RED-COM,",58465807290,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR115-B-PURPLE-COM_11142022122539_8365781,0
2404486,Frigidaire,EFR115-B-RED,"Refrigerator,EFR177-B-BLACK,",58465807306,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR115-B-RED_11142022122539_2316143,0
2404485,Frigidaire,EFR115-B-WHITE,"Refrigerator,EFR115-B-RED,",58465807276,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR115-B-WHITE_11142022122539_5145919,0
2404491,Frigidaire,EFR115-C-RED-COM,"Refrigerator,EFR176-B-BLUE-COM,",58465807306,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR115-C-RED-COM_11142022122539_5945402,0
2404488,Frigidaire,EFR176-B-BLACK-COM,"Refrigerator,EFR115-B-BLACK,",58465807245,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-B-BLACK-COM_11142022122539_1563794,0
2404492,Frigidaire,EFR176-B-BLUE-COM,"Refrigerator,EFR177-B-BLUE,",58465807177,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-B-BLUE-COM_11142022122539_6405837,0
2404484,Frigidaire,EFR176-B-CORAL-COM,"Refrigerator,EFR115-B-WHITE,",58465808792,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-B-CORAL-COM_11142022122539_6914819,0
2404497,Frigidaire,EFR176-BLACK_AMZ,"Refrigerator,EFR176-CORAL_AMZ,",58465821982,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-BLACK_AMZ_11142022122539_8729148,0
2404481,Frigidaire,EFR176-B-MOONBM-COM,"Refrigerator,EFR176-B-RED-COM,",58465808808,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-B-MOONBM-COM_11142022122539_7564007,0
2404482,Frigidaire,EFR176-B-RED-COM,"Refrigerator,EFR180-B-COM,",58465807252,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-B-RED-COM_11142022122539_7434946,0
2404498,Frigidaire,EFR176-CORAL_AMZ,"Refrigerator,RFR176-B-BLACK,",58465820145,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR176-CORAL_AMZ_11142022122539_8564570,0
2404487,Frigidaire,EFR177-B-BLACK,"Refrigerator,EFR176-B-BLACK-COM,",58465812560,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR177-B-BLACK_11142022122539_5557541,0
2404493,Frigidaire,EFR177-B-BLUE,"Refrigerator,EFR177-B-RED,",58465815196,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR177-B-BLUE_11142022122539_5231553,0
2404494,Frigidaire,EFR177-B-RED,"Refrigerator,EFR182_QVC,",58465815202,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR177-B-RED_11142022122539_3622760,0
2362096,Frigidaire,EFR180,"Refrigerator,EFR100-B-BLACK,; Refrigerator,EFR100-B-BLACK-COM,; Refrigerator,EFR107-B-BLACK,; Refrigerator,EFR107-B-BLACK-COM,; Refrigerator,EFR115-B-BLUE-COM,; Refrigerator,EFR115-B-PURPLE,; Refrigerator,EFR115-B-PURPLE-COM,; Refrigerator,EFR115-B-RED,; Refrigerator,EFR115-B-RED-COM,; Refrigerator,EFR115-B-WHITE,; Refrigerator,EFR115-B-WHITE-COM,; Refrigerator,EFR176-B-BLACK-COM,; Refrigerator,EFR176-B-BLUE-COM,; Refrigerator,EFR176-B-CORAL-COM,; Refrigerator,EFR176-B-MOONBM-COM,; Refrigerator,EFR176-B-RED-COM,; Refrigerator,EFR177-B-BLACK,; Refrigerator,EFR177-B-BLACK-COM,; Refrigerator,EFR177-B-WHITE,; Refrigerator,EFR177-B-WHITE-COM,; Refrigerator,EFR180-B,; Refrigerator,EFR180-B-COM,; Refrigerator,EFR182,; Refrigerator,RFR176,; Refrigerator,RFR176-B-BLACK,; Refrigerator,RFR176-B-BLACK-COM,; Refrigerator,RFR176-B-BLUE,; Refrigerator,RFR176-B-BLUE-COM,; Refrigerator,RFR176-B-CORAL-COM,; Refrigerator,RFR176-B-MOONBM-COM,; Refrigerator,RFR176-B-ORANGE,; Refrigerator,RFR176-B-ORANGE-COM,; Refrigerator,RFR176-B-PURPLE,; Refrigerator,RFR176-B-PURPLE-COM,; Refrigerator,RFR176-B-RED,; Refrigerator,RFR176-B-RED-COM,; Refrigerator,RFR176-B-WHITE,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,158,232.0,,,,0,,,,,2020-06-10,2020-06-16,United States,ES_1120898_EFR180_06242020113352_5180191,1
2404483,Frigidaire,EFR180-B-COM,"Refrigerator,EFR176-B-CORAL-COM,",58465807238,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR180-B-COM_11142022122539_9893359,0
2404476,Frigidaire,EFR182,"Refrigerator,EFR107-B-BLACK,",58465815622,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR182_11142022122539_6642922,0
2404495,Frigidaire,EFR182_QVC,"Refrigerator,EFR107-WHITE,",58465820770,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,1,19.0,19.0,1.6,1.6,206,232.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-09-29,2022-11-10,United States,ES_1120898_EFR182_QVC_11142022122539_1453820,0
2384633,Frigidaire;Rca,EFR100,",EFR115,; ,EFR176,; ,EFR180,; ,EFR182,; ,RFR115,; ,RFR160,; ,RFR176,; ,RFR180,",058465792190;058465793883;058465793890;058465794002;058465794170;058465794187;058465806866;058465807177;058465807238;058465807245;058465807252;058465807276;058465807290;058465807306;058465808792;058465808808;058465814939;058465815622;058465820480,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.8,17.8,1.7,1.7,206,232.0,,,,0,,,,,2021-09-15,2021-09-23,United States,ES_1120898_EFR100_09162021141308_939142,0
2384722,Frigidaire;Rca,EFR323,",EFR331,; ,EFR376,; ,RFR320,; ,RFR321,; ,RFR322,; ,RFR335,; ,RFR376,",058465782481;058465793975;058465793982;058465793999;058465802714;058465802721;058465806415;058465807320;058465807337;058465807344;058465807801;058465808075;058465808273;058465808945;058465809065;058465809133;058465812034;058465812041;058465816049,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,32.5,17.8,3.0,3.0,216,243.0,,,,0,,,,,2021-09-15,2021-09-27,United States,ES_1120898_EFR323_09182021132823_3337976,0
2396863,Frigidaire;Rca;Ginny'S;Arctic Chef,EFR285-C,",ACFR283-WHITE-6COM,; ,EFR231-BLACK-PL,; ,EFR231-WHITE-PL,; ,EFR285-6COM,; ,FR276-BLACK-GB,; ,FR276-RED-GB,; ,RFR283-B-WHITE,; ,RFR283-BLACK-6COM,; ,RFR283-D-BLACK,; ,RFR283-F-STAINLESS,; ,RFR283-STAINLESS-6COM,",058465807795;058465808334;058465809010;058465812409;058465812416;058465818586;058465829483;058465831554,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,27.2,17.8,2.5,2.5,210,239.0,,,,0,,,,,2022-05-12,2022-05-23,United States,ES_1120898_EFR285-C_05122022135227_5362817,0
2389763,Frigidaire;Rca;Hamilton Beach,EFR100-D-BLACK,",EFR100-BLACK-6COM,; ,EFR115-B-GREEN_AMZ,; ,EFR115-B-ORANGE,; ,EFR115-B-RED-COM,; ,EFR115-C-BLUE,; ,EFR115-C-PURPLE-COM,; ,EFR115-C-WHITE,; ,EFR115-PURPLE-6COM,; ,EFR115-RED-6COM,; ,EFR115-WHITE-6COM,; ,EFR176-B-BLACK_HD,; ,EFR176-BLACK-6COM,; ,EFR176-BLACK_AMZ,; ,EFR176-BLUE-6COM,; ,EFR176-C-BLACK,; ,EFR176-C-BLACK_AMZ,; ,EFR176-C-BLUE,; ,EFR176-C-CORAL_AMZ,; ,EFR176-C-CORAL_AMZ-6COM,; ,EFR176-C-RED,; ,EFR176-CORAL,; ,EFR176-CORAL-6COM,; ,EFR176-MOONBM,; ,EFR176-MOONBM-6COM,; ,EFR176-PINK-6COM,; ,EFR176-RED-6COM,; ,EFR176-WHITE-6COM,; ,EFR180-6COM,; ,EFR182-C,; ,HBF1600-BLUE-6COM,; ,HBF1600-CREAM-6COM,; ,HBF1600-RED-6COM,; ,HBF1650-BLACK-6COM,; ,HBF1650-WHITE-6COM,; ,RFR115-B-WHITE,; ,RFR115-C-BLACK-6COM,; ,RFR115-C-BLUE,; ,RFR115-F-BLACK,; ,RFR160-C-PURPLE,; ,RFR160-C-RED,; ,RFR176-D-BLACK,",058465792190;058465793883;058465793890;058465794170;058465794187;058465795153;058465806866;058465807177;058465807238;058465807245;058465807252;058465807276;058465807283;058465807290;058465807306;058465807313;058465808495;058465808792;058465808808;058465812423;058465814939;058465815622;058465820145;058465820176;058465820480;058465821982;058465822835;058465825393;058465825409,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,19.8,17.8,1.6,1.6,200,232.0,,,,0,,,,,2021-12-15,2021-12-24,United States,ES_1120898_EFR100-D-BLACK_12222021131817_1389428,0
2389762,Frigidaire;Rca;Hamilton Beach;Montgomery Ward;Arctic Chef,EFR323-C,",ACFR320-BLACK-6COM,; ,ACFR321-BLACK-6COM,; ,ACFR322-6COM,; ,ACFR326-BLACK-6COM,; ,ACFR335-6COM,; ,ACFR335-AMZ-6COM,; ,EFR321-AMZ-6COM,; ,EFR331-BLACK-6COM,; ,EFR331-C-BLACK,; ,EFR331-C-WHITE,; ,EFR331-WHITE-6COM,; ,EFR376-B-BLUE-6COM,; ,EFR376-B-CORAL,; ,EFR376-B-RED-6COM,; ,EFR376-BLACK-6COM,; ,EFR376-C-MOONBM,; ,EFR376-C-PINK,; ,EFR376-CORAL-6COM,; ,EFR376-D-BLACK,; ,EFR376-D-BLUE,; ,EFR376-D-RED,; ,EFR376-D-WHITE,; ,EFR376-MOONBM-6COM,; ,EFR376-PINK-6COM,; ,EFR376-WHITE-6COM,; ,FR331-BLACK-MW,; ,FR331-RED-MW,; ,HBF3200-CORAL,; ,HBF3200-CREAM-6COM,; ,HBF3200-RED-6COM,; ,HBF3210-BLACK-6COM,; ,HBF3210-WHITE-6COM,; ,RFR320-B-LIME-6COM,; ,RFR320-BLACK-6COM,; ,RFR320-C-LIME,; ,RFR320-C-PURPLE-6COM,; ,RFR320-D-BLACK,; ,RFR320-D-BLUE,; ,RFR320-D-PURPLE,; ,RFR320-E-ORANGE,; ,RFR320-WHITE-6COM,; ,RFR321-A-PURPLE,; ,RFR321-BLACK-6COM,; ,RFR321-C-PURPLE-6COM,; ,RFR321-D-BLUE,; ,RFR321-E-BLACK,; ,RFR321-E-WHITE,; ,RFR322-C,; ,RFR322-C-6COM,; ,RFR326-BLACK-6COM,; ,RFR335-6COM,; ,RFR376-BLUE,; ,RFR376-D-RED,",058465782481;058465793975;058465793982;058465793999;058465796594;058465802714;058465802721;058465806415;058465806620;058465807320;058465807337;058465807344;058465807801;058465807818;058465808075;058465808273;058465808280;058465808419;058465808945;058465808990;058465809065;058465809133;058465812034;058465812041;058465815615;058465816049;058465822651;058465822668;058465824020;058465824037;058465829742;058465829759;058465830090,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,1,0,0,0,0,33.3,17.8,3.1,3.1,215,243.0,,,,0,,,,,2021-12-15,2021-12-24,United States,ES_1120898_EFR323-C_12222021132553_5503198,0
2396903,Frigidaire;Rca;Thomson,EFR492-B,",RFR441-C,; ,RFR453,; ,RFR453-6COM,; ,RFR464-C-BLACK,; ,RFR464-C-WHITE,; ,RFR465-E,; ,TFR441-B,",058465793937;058465807740;058465807788;058465808761;058465808778;058465809973;058465816407,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,1,0,0,0,0,32.5,20.6,4.5,4.5,264,301.0,,,,0,,,,,2022-05-12,2022-05-26,United States,ES_1120898_EFR492-B_05122022102300_7401697,0
3701831,Fulgor Milano,FM4FBM24IVS2,",FM4FBM24ISS2,",804467738267;804467761685,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,0,0,1,0,73.2,23.4,11.5,14.2,480,527.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_1145610_FM4FBM24IVS2_09252024171214_5073472,0
3701836,Fulgor Milano,FM4FBM24VS2,",FM4FBM24SS2,",804467738151;804467928712,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,73.2,23.4,11.5,14.2,396,443.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2024-09-20,2024-10-09,"United States, Canada",ES_1145610_FM4FBM24VS2_09252024172727_8160958,0
2396583,"Fulgor Milano, Bertazzoni, Vitara",FM4BM36FBI,",FM4BM36BS,; ,REF36BMBPNB,; ,REF36BMBXNB,; ,VBBM2000ESE,; ,VBBM2000EWE,",616833174308;616833174346;616833174384;616833174407;8059304889370;8059304889424,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,0,1,0,0,0,83.6,35.8,19.8,24.0,506,563.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-05-09,2022-05-19,"United States, Canada",ES_1145610_FM4BM36FBI_05092022171038_9072076,0
2396528,"Fulgor Milano, Bertazzoni, Vitara",FM4FBM36FBI,",FM4FBM36BS,; ,REF36FDBPNB,; ,REF36FDBXNB,; ,VBFBM1950ESE,; ,VBFBM1950EWE,",616833174322;616833174360;616833174421;616833174445;8059304889349;8059304889400,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,0,1,0,0,0,83.6,35.8,19.6,23.9,505,562.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-05-09,2022-05-18,"United States, Canada",ES_1145610_FM4FBM36FBI_05162022141235_9749719,0
2396581,"Fulgor Milano, Bertazzoni, Vitara, Forte, Kucht, Hallman, Savalo",FM4BM36IFBI,",F20BFRESC450PR,; ,FM4BM36IBS,; ,HRBIFD36PR,; ,KR360SD,; ,REF36BMBZPNV,; ,REF36BMBZXNV,; ,S36BFR700IMBIP,; ,VBBM2000ESEI,; ,VBBM2000EWEI,",616833174315;616833174353;616833174391;616833174414;640117893005;8059304889356;8059304889431;810076235035;811118037549;860010679319,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.6,35.8,19.8,24.0,590,647.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2023-08-23,2022-05-19,"United States, Canada",ES_1145610_FM4BM36IFBI_05162022141522_2734643,0
2396582,"Fulgor Milano, Bertazzoni, Vitara, Forte, Kucht, Zline, Hallman",FM4FBM36IFBI,",FFD20ESC450PR,; ,FM4FBM36IBS,; ,HRBISBM36PR,; ,KR365FD,; ,RBIV-36,; ,REF36FDBZPNV,; ,REF36FDBZXNV,; ,VBFBM1950ESEI,; ,VBFBM1950EWEI,",195948124687;616833174339;616833174377;616833174438;616833174452;640117893012;8059304889363;8059304889417;810076235073;811118037617,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.6,35.8,19.6,23.8,589,645.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-05-09,2022-05-19,"United States, Canada",ES_1145610_FM4FBM36IFBI_05162022142709_4532281,0
2370101,"Fulgor Milano, Vitara",FM4BM30FBI,",FM4BM30BS,; ,VBBM1600ESE,; ,VBBM1600EWE,",,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,0,1,0,0,0,83.6,29.8,16.0,19.4,467,519.0,,,,0,,,,,2020-11-10,2020-11-23,"United States, Canada",ES_1145610_FM4BM30FBI_11232020154003_1040002,0
2370102,"Fulgor Milano, Vitara",FM4BM30IFBI,",FM4BM30IBS,; ,VBBM1601ESE,; ,VBBM1601EWE,",,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.6,29.8,16.0,19.4,551,603.0,,,,0,,,,,2020-11-10,2020-11-23,"United States, Canada",ES_1145610_FM4BM30IFBI_11232020154330_1192285,0
2396529,"Fulgor Milano, Vitara, Forte",FM4BM28FBI,",F12BFRESC450PR,; ,VBBM1200EWE,",738944576687;738944576694;810076231778,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,0,1,0,0,0,76.3,27.2,12.6,14.9,429,477.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2022-05-09,2022-05-18,"United States, Canada",ES_1145610_FM4BM28FBI_05092022150404_8318139,0
4499050,Gasland,RG1014*,",,*: Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",850073127315,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,0,0,0,0,0,61.0,28.0,14.2,17.1,333,372.0,,R-600a,R-600a (GWP:3 | Lower GWP),0,,,,,2025-09-09,2025-09-17,"United States, Canada",ES_1152483_RG1014*_091720250046336_2810630,1
2303399,Gaggenau,RB472704,",,Network Communication",825225922490,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,30.0,16.0,19.4,498,603.0,,,,0,,,,,2017-09-01,2017-08-24,"United States, Canada",ES_0031649_RB472704_08292017124701_70141391,0
2303401,Gaggenau,RB492704,",,Network Communication",825225922506,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,36.0,19.5,23.8,531,645.0,,,,0,,,,,2017-09-01,2017-08-24,"United States, Canada",ES_0031649_RB492704_08292017124701_70141391,0
2303335,Gaggenau,RC462704,",,Network Communication",825225922513,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,0,1,0,0,0,83.7,24.0,13.0,13.0,264,333.0,,,,0,,,,,2017-09-01,2017-05-04,"United States, Canada",ES_0031649_RC462704_05082017020339_70129737,0
2303337,Gaggenau,RC472704,",,Network Communication",825225922520,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,0,1,0,0,0,83.7,30.0,16.8,16.8,289,363.0,,,,0,,,,,2017-09-01,2017-05-04,"United States, Canada",ES_0031649_RC472704_05082017020339_70129737,0
2303397,Gaggenau,RC492704,",,Network Communication",825225922636,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,0,1,0,0,0,83.7,36.0,20.6,20.6,313,394.0,,,,0,,,,,2017-09-01,2017-05-04,"United States, Canada",ES_0031649_RC492704_05082017020339_70129737,0
2303403,Gaggenau,RY492704,",,Network Communication",825225922728,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,0,1,0,1,0,83.7,36.0,19.4,23.6,585,643.0,,,,0,,,,,2017-09-01,2017-08-24,"United States, Canada",ES_0031649_RY492704_08292017124701_70141391,0
