"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Oven Classification","Size","Heat Source Fuel Type","Input Rate (kW)","Input Rate (Btu/hr)","Gas Oven Convection Mode Pre-Heat Energy (Btu)","Electric Oven Convection Mode Pre-Heat Energy (kWh)","Convection Mode Pre-Heat Time (min)","Gas Oven Steam Mode Pre-Heat Energy (Btu)","Electric Oven Steam Mode Pre-Heat Energy (kWh)","Steam Mode Pre-Heat Time (min)","Electric Oven Convection Mode Idle Energy Rate (kW)","Gas Oven Convection Mode Idle Energy Rate (Btu/hr)","Gas Oven Convection Mode Electric Idle Energy Rate (kW)","Gas Oven Convection Mode Total Idle Energy Rate (Btu/hr)","Method of Steam Generation","Half-Size and Full-Size Steam Pan Capacity","Two-Thirds-Size Steam Pan Capacity","Half-Size Sheet Pan Capacity","Full-Size Sheet Pan Capacity","Electric Oven Steam Mode Idle Energy Rate (kW)","Gas Oven Steam Mode Idle Energy Rate (Btu/hr)","Gas Oven Steam Mode Electric Idle Energy Rate (kW)","Gas Oven Steam Mode Total Idle Energy Rate (Btu/hr)","Convection Mode Cooking Energy Efficiency (%)","Steam Mode Cooking Energy Efficiency (%)","Convection Mode Production Capacity (lbs/hr)","Steam Mode Production Capacity (lbs/hr)","Convection Mode Cooking Period Water Consumption (gal/pan)","Convection Mode Idle Period Water Consumption (gal/hr/pan)","Steam Mode Cooking Period Water Consumption (gal/pan)","Steam Mode Idle Period Water Consumption (gal/hr/pan)","Rack Oven Baking-Energy Efficiency (%)","Baking Production Capacity (lbs/hr)","Set-Back Idle Mode","Steam Injection Period Water Consumption (gal/min)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"3942789","Alto-Shaam, Inc.","Alto-Shaam","CTP10-20G","CTP10-20G","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","132,802","9,411",,"7.5","5,362",,"2.3","","6,355","0.62","8,471","Boiler-less/Spritzer/Injector","22",,,"22",,"9,059","0.56","10969","64","51","239","312","0.03","0.01","0.14","0.03",,,"",,"12/31/2024","12/09/2024","United States, Canada","ES_1017906_CTP10-20G_01162025160589_4511278"
"3722150","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Classic","CTC20-10G","CTC20-10G","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","153,023","13,106",,"5.5","7,568",,"3.4","","6,552","1.12","10,375","Boiler-less/Spritzer/Injector","20",,,"20",,"8,460","0.71","10883","64","55","241","323","0.01",,"0.33","0.2",,,"",,"11/05/2024","10/29/2024","United States, Canada","ES_1017906_CTC20-10G_110420241754982_6404236"
"3722082","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Classic","CTC20-20E","CTC20-20E","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","76400",,,"3","2.68",,"3","2.93","3.43",,"",,"Boiler-less/Spritzer/Injector","40",,,"40","3.45",,"","","87","74","370","712","0.27",,"0.12","0.11",,,"",,"11/01/2024","10/21/2024","United States, Canada","ES_1017906_CTC20-20E_103120241848149_2429147"
"2407803","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Classic","CTP20-20G","CTP20-20G","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","266,000","14,770",,"4.02","16,034",,"4.55","","9,215","0.65","9,790","Boiler-less/Spritzer/Injector","40",,,"40",,"9,397","0.21","14525","63","57","432","591","0.02","0.08","0.12","0.3",,,"",,"02/01/2023","02/02/2023","United States, Canada","ES_1017906_CTP20-20G_12302016142007_7607471"
"2407802","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTC20-20G","CTC20-20G","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","266,000","14,770",,"4.02","16,034",,"4.55","","9,215","0.65","9,790","Boiler-less/Spritzer/Injector","40",,,"40",,"9,397","0.21","14525","63","57","432","591","0.02","0.08","0.12","0.3",,,"",,"02/01/2023","02/02/2023","United States, Canada","ES_1017906_CTC20-20G_020120232003723_8914044"
"3626798","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP10-10G","CTP10-10G","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","79,985","7,774",,"6.3","5,784",,"4.2","","4,818","0.62","6,933","Boiler-less/Spritzer/Injector",,,"11",,,"6,266","0.54","8123","60","43","130","182","0","0","0.27","0.36",,,"",,"09/01/2024","08/28/2024","United States, Canada","ES_1017906_CTP10-10G_082920241707337_4954330"
"3722083","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP10-20E","CTP10-20E","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","36809",,,"1","2.38",,"1","2.37","2.01",,"",,"Boiler-less/Spritzer/Injector","22",,,"22","3.27",,"","","85","62","201","276","0.23",,"0.15","0.18",,,"",,"11/01/2024","10/21/2024","United States, Canada","ES_1017906_CTP10-20E_103120241849230_7483002"
"3722149","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP20-10G","CTP20-10G","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","153,023","13,106",,"5.5","7,568",,"3.4","","6,552","1.12","10,375","Boiler-less/Spritzer/Injector","20",,,"20",,"8,460","0.71","10883","64","55","241","323","0.01",,"0.33","0.2",,,"",,"11/05/2024","10/29/2024","United States, Canada","ES_1017906_CTP20-10G_110420241754760_8680898"
"3722084","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP20-20E","CTP20-20E","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","76400",,,"3","2.68",,"3","2.93","3.43",,"",,"Boiler-less/Spritzer/Injector","40",,,"40","3.45",,"","","87","74","370","712","0.27",,"0.12","0.11",,,"",,"11/01/2024","10/21/2024","United States, Canada","ES_1017906_CTP20-20E_103120241848262_2306748"
"3626799","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP6-10G","CTP6-10G","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","49,349","5,649",,"11.1","3,403",,"4.2","","4,725","0.21","5,428","Boiler-less/Spritzer/Injector",,,"7",,,"4,898","0.29","5901","58","41","64","113","0.04","0.2","0.29","0.85",,,"",,"09/01/2024","08/28/2024","United States, Canada","ES_1017906_CTP6-10G_082920241707583_5210956"
"2407806","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP7-20E","CTP7-20E","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","25.5",,,"1","2.97",,"1","3.58","1.66",,"",,"Boiler-less/Spritzer/Injector","16",,,"16","2.53",,"","","83","67","161","145","0.17","0","0.07","0.02",,,"",,"02/01/2023","02/02/2023","United States, Canada","ES_1017906_CTP7-20E_02112015164734_3254873"
"2407804","Alto-Shaam, Inc.","Alto-Shaam - Prodigi Pro","CTP7-20G","CTP7-20G","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","98,000","7,018",,"4.75","6,967",,"4.35","","5,411","0.62","7,526","Boiler-less/Spritzer/Injector","16",,,"16",,"8,896","0.58","10875","65","52","157","230","0.17","0","0.13","0.05",,,"",,"02/01/2023","02/02/2023","United States, Canada","ES_1017906_CTP7-20G_12302016141928_7568140"
"3478013","American Range Corporation","American Range","M-HE","M-HE","","","Convection","Type II - Floor and roll-in units","Full-size","Gas","","70,000","12,801",,"11.97",,,,"","8,325","0.01","8,325","Boiler-less/Spritzer/Injector",,,,"5",,,"","","52",,"93.07",,"0","0",,,,,"",,"04/15/2020","04/09/2024","United States, Canada","ES_1099057_M1-HE_04092024135542_2308923"
"3387800","American Range Corporation","American Range","MSD-HE","MSD-HE","","","Convection","Type II - Floor and roll-in units","Full-size","Gas","","54,000","9,657",,"11.18",,,,"","8,671","0.65","10,899","Boiler-less/Spritzer/Injector",,,,"5",,,"","","51",,"96.51",,"0","0",,,,,"",,"04/15/2020","01/26/2024","United States","ES_1099057_MSD-1HE_01262024132956_6127893"
"3998214","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT122E","AT122E","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","26",,,"2","4.1",,"1","3.02","1.8",,"",,"Boiler-less/Spritzer/Injector","24",,,"24","2.06",,"","","80","63","194","227","0.04","0.03","0.09","0.06",,,"",,"03/01/2025","02/18/2025","United States, Canada","ES_1142603_AT122E_021820252219607_7552723"
"4016320","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT122E**","AT122E**","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","26",,,"2","4.1",,"1","3.02","1.8",,"",,"Boiler-less/Spritzer/Injector","24",,,"24","2.06",,"","","80","63","194","227","0.04","0.03","0.09","0.06",,,"","0","05/01/2025","04/25/2025","United States, Canada","ES_1142603_AT122E**_042520252035571_3457105"
"3998215","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT122G","AT122G","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","121,000","8,888",,"4.41","5,167",,"2.58","","6,299","0.40","7,596","Boiler-less/Spritzer/Injector","24",,,"24",,"8,153","0.33","9292","61","55","189","260","0.05",,"0.11","0.04",,,"",,"03/01/2025","02/18/2025","United States, Canada","ES_1142603_AT122G_021820252220517_5858621"
"4016321","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT122G**","AT122G**","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","121,000","8,888",,"4.41","5,167",,"2.58","","6,299","0.40","7,596","Boiler-less/Spritzer/Injector","24",,,"24",,"8,153","0.33","9292","61","55","189","260","0.05",,"0.11","0.04",,,"",,"05/01/2025","04/25/2025","United States, Canada","ES_1142603_AT122G**_042520252033215_1617455"
"3998216","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT82E","AT82E","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","18.5",,,"1","4.34",,"1","2.56","0.7",,"",,"Boiler-less/Spritzer/Injector","16",,,"16","0.83",,"","","79","62","132","176",,,"0.11","0.07",,,"",,"03/01/2025","02/18/2025","United States, Canada","ES_1142603_AT82E_021820252220117_7765001"
"4016322","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT82E**","AT82E**","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","18.5",,,"1","4.34",,"1","2.56","0.7",,"",,"Boiler-less/Spritzer/Injector","16",,,"16","0.83",,"","","79","62","132","176",,,"0.11","0.07",,,"","0","05/01/2025","04/25/2025","United States, Canada","ES_1142603_AT82E**_042520252036716_4784830"
"4439622","Convotherm (A division of Welbilt)","Convotherm","Cmn 10.10 pro BL","Cmn 10.10 pro BL","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","8.3",,,"1","4.92",,"0","2.08","0.72",,"",,"Boiler-less/Spritzer/Injector","8",,,,"0.89",,"","","80","70",,,,"0",,"0.13",,,"",,"06/06/2025","07/01/2025","United States, Canada","ES_1123347_Cmn 10.10 pro BL_061020250910471_3745912"
"4439626","Convotherm (A division of Welbilt)","Convotherm","Cmn 6.06 pro","Cmn 6.06 pro","","","Combination","Type I - Table, countertop, and stand mounted units","Two-thirds size","Electric","4.7",,,"0","6.72",,"0","2.3","0.54",,"",,"Boiler-less/Spritzer/Injector",,"5",,,"0.49",,"","","76","69",,,,"0",,"0",,,"",,"06/06/2025","07/01/2025","United States, Canada","ES_1123347_Cmn 6.06 pro_061020250910555_2494411"
"4439627","Convotherm (A division of Welbilt)","Convotherm","Cmn 6.06 pro BL","Cmn 6.06 pro BL","","","Combination","Type I - Table, countertop, and stand mounted units","Two-thirds size","Electric","4.7",,,"0","6.72",,"0","2.3","0.54",,"",,"Boiler-less/Spritzer/Injector",,"5",,,"0.49",,"","","76","69",,,,"0",,"0",,,"",,"06/06/2025","07/01/2025","United States, Canada","ES_1123347_Cmn 6.06 pro BL_061020250910939_1750669"
"4439624","Convotherm (A division of Welbilt)","Convotherm","Cmn 6.10 pro","Cmn 6.10 pro","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","5.8",,,"1","6.81",,"0","2.5","0.61",,"",,"Boiler-less/Spritzer/Injector","5",,,,"0.56",,"","","79","71",,,,"0.13",,"0.26",,,"",,"06/06/2025","07/01/2025","United States, Canada","ES_1123347_Cmn 6.10 pro_06102025091033_6054546"
"4439625","Convotherm (A division of Welbilt)","Convotherm","Cmn 6.10 pro BL","Cmn 6.10 pro BL","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","5.8",,,"1","6.81",,"0","2.5","0.61",,"",,"Boiler-less/Spritzer/Injector","5",,,,"0.56",,"","","79","71",,,,"0.13",,"0.26",,,"",,"06/06/2025","07/01/2025","United States, Canada","ES_1123347_Cmn 6.10 pro BL_061020250910960_7832290"
"2402104","Convotherm (A division of Welbilt)","Convotherm","OES6.10 Mini","OES6.10 Mini","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","5.6",,,,"5.11",,"0","2.5","0.61",,"",,"Boiler-less/Spritzer/Injector","4",,"4","4","0.89",,"","","81","69","44.3","61.1","0","0","0.05","1.5",,,"","1.5","10/03/2022","09/28/2022","United States, Canada","ES_1123347_OES6.10_092820221927184_9828954"
"2408390","Electrolux Professional","Electrolux Professional","COE11T30","COE11T30",",COE11D30,; ,COE11D3K,; ,COE11T3K,","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","19",,"0",,"3.13","0",,"5.37","0.97","0","0.00","0","Boiler/Steam Generator","10",,"10",,"0.95","0","0.00","0","78","58","99.64","188.31","0","0","0.15","0.02","0","0","No","0","11/05/2018","02/15/2023","United States, Canada","ES_1082677_COE11T30_01272023162425_7951013"
"2408470","Electrolux Professional","Electrolux Professional","COE12T30","COE12T30",",COE12D30,; ,COE12D3K,; ,COE12T3K,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","37.4",,"0","1","2.55","0","3","4.8","1.32","0","0.00","0","Boiler/Steam Generator","20",,,"20","1.94","0","0.00","0","85","63","188.26","400.7","0","0","0.15","0.03","0","0","No","0","07/25/2019","02/23/2023","United States, Canada","ES_1082677_COE12T30_01302023094616_8440515"
"2408392","Electrolux Professional","Electrolux Professional","COE62T30","COE62T30",",COE62D30,; ,COE62D3K,; ,COE62T3K,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","21.4",,"0","1","3.83","0","2","6.73","1.12","0","0.00","0","Boiler/Steam Generator","12",,,"12","1.42","0","0.00","0","86","61","118.04","239.17","0","0","0.15","0.04","0","0","No","0","07/12/2019","02/21/2023","United States, Canada","ES_1082677_COE62T30_01272023173440_9839898"
"2408393","Electrolux Professional","Electrolux Professional","COG11T30","COG11T30",",COG11D30,; ,COG11D3K,; ,COG11T3K,","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","124,538","5,537","0","4.67","8,349","0","6.75","0","4,223","0.16","4,769","Boiler/Steam Generator","10",,"10",,"0","6,232","0.09","6539","63","45","98.27","200.12","0","0","0.15","0.05","0","0","No","0","01/08/2020","02/21/2023","United States, Canada","ES_1082677_COG11T30_02162023174101_7208215"
"2408418","Electrolux Professional","Electrolux Professional","COG12T30","COG12T30",",COG12D30,; ,COG12D3K,; ,COG12T3K,","","Combination","Type I - Table, countertop, and stand mounted units","","Gas","","189,025","5,099","0","3.32","8,506","0","7.12","0","6,154","0.18","6,769","Boiler/Steam Generator","20",,,"20","0","9,888","0.11","10264","58","47","190.87","319.24","0","0","0.14","0.13","0","0","No","0","07/18/2019","02/22/2023","United States, Canada","ES_1082677_COG12T30_02022023140923_9504052"
"2408391","Electrolux Professional","Electrolux Professional","COG61T30","COG61T30",",COG61D30,; ,COG61D3K,; ,COG61T3K,","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Gas","","76,429","3,686",,"5.35","5,523","0","7.47","0","3,158","0.13","3,602","Boiler/Steam Generator","6",,"6",,"0","5,038","0.10","5376","58","43","62.95","126.07","0","0","0.14","0.06","0","0","No","0","05/11/2018","02/21/2023","United States, Canada","ES_1082677_COG61T30_01302023160103_4959070"
"2452893","Electrolux Professional","Electrolux Professional","COG62T30","COG62T30",",COG62D30,; ,COG62D3K,; ,COG62T3K,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","128,632","3,393","0","3.25","6,837","0","8.75","0","4,480","0.17","5,061","Boiler/Steam Generator","12",,,"12","0","7,828","0.12","8238","60","43","120.12","213.92","0","0","0.14","0.09","0","0","No","0","08/27/2019","02/22/2023","United States, Canada","ES_1082677_COG62T30_01302023170949_3615838"
"3531132","Eloma GmbH","Eloma","COMPACT PRO","6-11","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","6.4",,,"0","5.42",,"0","3.33","0.61",,"",,"Boiler-less/Spritzer/Injector","6",,,,"1.15",,"","","80","63","59.2","61.9","0.01","0","0.11","0.11",,,"",,"05/01/2024","05/17/2024","United States, Canada","ES_1145862_6-11_05292024165924_80201637"
"3531131","Eloma GmbH","Eloma","COMPACT PRO","6-23","","","Combination","Type I - Table, countertop, and stand mounted units","Two-thirds size","Electric","4.9",,,"0","5.5",,"0","2.42","0.59",,"",,"Boiler-less/Spritzer/Injector",,"5",,,"0.72",,"","","76","67","34.1","51.3","0.05","0","0.05","0.31",,,"",,"05/01/2024","05/17/2024","United States, Canada","ES_1145862_6-23_05292024165924_80201637"
"4510547","Eloma GmbH","Eloma GmbH","Joker 6-11","Joker 6-11","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","8.3",,,"1","3.06",,"1","1.18","0.63",,"",,"Boiler-less/Spritzer/Injector","5",,"5",,"0.99",,"","","79","63","48","75","0","0","0.14","0.12",,,"",,"09/30/2025","09/30/2025","United States","Joker 6-11"
"4510548","Eloma GmbH","Eloma GmbH","Joker 6-23","Joker 6-23","","","Combination","Type I - Table, countertop, and stand mounted units","Two-thirds size","Electric","3.6",,,"1","7.23",,"1","4","0.62",,"",,"Boiler-less/Spritzer/Injector",,"5",,,"1.24",,"","","72","57","34","55","0","0.01","0.01","0.34",,,"",,"09/30/2025","09/30/2025","United States","Joker 6-23"
"2765505","Hobart Corporation (A division of ITW Food Equipment Group)","Vulcan","TCM-102E","TCM-102E","","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","32",,,"1","3.93",,"1","1.6","1.56",,"",,"Boiler-less/Spritzer/Injector","20",,,"20","1.89",,"","","83","66","198","321","0","0","0.2","0.12",,,"","0","12/01/2023","11/27/2023","United States, Canada","TCM-102E"
"3436253","HOUNÖ A/S","BKI","Invoq Combi 10 1/1 GN (PT)","Combi 10 1/1","101KBLE (PT),Combi 10 1/1,","","Combination","Type I - Table, countertop, and stand mounted units","","Electric","19.3",,,"1","4.13",,"1","3.11","1.01",,"",,"Boiler-less/Spritzer/Injector","10",,,"10","0.73",,"","","78","62","83.96","96.78","0.01","0.01","0.16","0.16",,,"",,"12/01/2023","04/05/2024","United States, Canada","ES_1148949_Hybrid 10 1/1_04122024162754_80198196"
"3998217","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT82G","AT82G","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","100,000","6,455",,"4.3","4,250",,"3.02","","5,882","0.30","6,917","Boiler-less/Spritzer/Injector","16",,,"16",,"8,896","0.27","9830","59","52","130","194","0.05",,"0.15","0.06",,,"",,"03/01/2025","02/18/2025","United States, Canada","ES_1142603_AT82G_02182025222101_1863296"
"4016323","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","AT82G**","AT82G**","","","Combination","Type II - Floor and roll-in units","Full-size","Gas","","100,000","6,455",,"4.3","4,250",,"3.02","","5,882","0.30","6,917","Boiler-less/Spritzer/Injector","16",,,"16",,"8,896","0.27","9830","59","52","130","194","0.05",,"0.15","0.06",,,"",,"05/01/2025","04/25/2025","United States, Canada","ES_1142603_AT82G**_042520252035945_9585322"
"3391677","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","FX82G3","FX122E3T","FX122E3,FX122E3,Available in 208V, 240V and 480V; FX122E3C,FX122E3C,Available in 208V, 240V and 480V; FX122E3CT,FX122E3CT,Available in 208V, 240V and 480V; FX122E3TR,FX122E3TR,Available in 208V, 240V and 480V","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","25.5",,,"1","5.17",,"1","5.08","2.12",,"",,"Boiler-less/Spritzer/Injector","24",,,"24","3.1",,"","","82","68","227","290","0.05","0.02","0.09","0.02",,,"",,"12/15/2023","02/05/2024","United States, Canada","ES_1142603_FX122E3T_02052024201460_2486502"
"3391678","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","FX82G3","FX122G3","FX122G3C,FX122G3C,; FX122G3CT,FX122G3CT,; FX122G3T,FX122G3T,; FX122G3TR,FX122G3TR,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","120,000","9,304",,"7","5,857",,"3.83","","6,860","0.55","8,737","Boiler-less/Spritzer/Injector","24",,,"24",,"8,696","0.52","10470","63","55","216","223","0.06","0.02","0.09","0.06",,,"",,"12/15/2023","02/05/2024","United States, Canada","ES_1142603_FX122G3_020520242014389_5602095"
"3391679","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","FX82G3","FX202E3","","","Combination","Type II - Floor and roll-in units","Full-size","Electric","52",,,"4","11.23",,"2","1.9","3.34",,"",,"Boiler-less/Spritzer/Injector","40",,,"40","5.43",,"","","82","67","431","524","0.02","0.01","0.08","0.01",,,"",,"12/15/2023","02/05/2024","United States, Canada","ES_1142603_FX202E3_02052024201498_5654563"
"2649776","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","FX82E3T","FX82E3T","FX82E3,FX82E3,Available in 208V, 240V and 480V; FX82E3CT,FX82E3CT,Available in 208V, 240V and 480V; FX82E3R,FX82E3R,Available in 208V, 240V and 480V; FX82E3TR,FX82E3TR,Available in 208V, 240V and 480V","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","19.73",,,"1","4.58",,"1","2.66","1.57",,"",,"Boiler-less/Spritzer/Injector","16",,,"16","2.57",,"","","80","66","149","186","0.06","0.02","0.12","0.07",,,"",,"09/01/2023","08/30/2023","United States, Canada","ES_1142603_FX82E3T_083020231834429_5325982"
"3391680","Angelo Po Grandi Cucine S.p.A. con Socio Unico","Angelo Po","FX82G3","FX82G3","FX82G3CT,FX82G3CT,; FX82G3R,FX82G3R,; FX82G3T,FX82G3T,; FX82G3TR,FX82G3TR,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","92,500","7,387",,"8.42","4,332",,"3.67","","5,920","0.44","7,421","Boiler-less/Spritzer/Injector","16",,,"16",,"7,334","0.41","8733","60","54","145","191","0.1","0.06","0.1","0.03",,,"",,"12/15/2023","02/05/2024","United States, Canada","ES_1142603_FX82G3_020520242014973_5072667"
"4005907","Baxter Manufacturing (A division of ITW)","Baxter","CS500G1","CS500G1","","","Rack","Type II - Floor and roll-in units","","Gas","","177,156","45,044",,"23.98",,,,"",,"",,"Boiler-less/Spritzer/Injector",,,,,,,"","",,,,,,,,,"51","129","","1.73","03/31/2025","03/10/2025","United States, Canada","ES_1135550_CS500G1_03272025174036_2377804"
"3550090","Baxter Manufacturing (A division of ITW)","Baxter","CS500G2","CS500G2","","","Rack","Type II - Floor and roll-in units","","Gas","","275,000","62,281","1","22.87",,,,"","23,321","0.49","25,002","Boiler-less/Spritzer/Injector",,,,,,,"","",,,,,,,,,"56",,"","3.08","07/01/2024","06/27/2024","United States, Canada","ES_1135550_CS500G2_062720242003973_3540665"
"2470928","Baxter Manufacturing (A division of ITW)","Baxter Mfg.","OV500G1EE","OV500G1EE","","","Rack","Type II - Floor and roll-in units","Full-size","Gas","","175,000","42,274",,"16.67",,,,"","21,364","0.54","22,081","Boiler-less/Spritzer/Injector",,,,"15",,,"","",,,,,,,,,"48","142","","2","04/01/2023","05/04/2023","United States, Canada","ES_1017903_OV500G1EE_042820231856238_2156137"
"2470929","Baxter Manufacturing (A division of ITW)","Baxter Mfg.","OV500G2EE","OV500G2EE","","","Rack","Type II - Floor and roll-in units","Full-size","Gas","","275,000","53,452",,"12.56",,,,"","26,016","1.01","29,462","Boiler-less/Spritzer/Injector",,,,"30",,,"","",,,,,,,,,"55","277","","3","04/01/2023","05/04/2023","United States, Canada","ES_1017903_OV500G2EE_042820231900490_2052612"
"2470930","Baxter Manufacturing (A division of ITW)","Baxter Mfg.","OV520G1","OV520G1","","","Rack","Type II - Floor and roll-in units","Full-size","Gas","","180,000","37,010",,"12.33",,,,"","18,898","0.18","19,649","Boiler-less/Spritzer/Injector",,,,"15",,,"","",,,,,,,,,"49","150","","2","04/01/2023","05/04/2023","United States, Canada","ES_1017903_OV520G1_042820231902765_3028654"
"2470931","Baxter Manufacturing (A division of ITW)","Baxter Mfg.","OV520G2","OV520G2","","","Rack","Type II - Floor and roll-in units","Full-size","Gas","","275,000","51,162",,"11.33",,,,"","22,293","0.27","23,214","Boiler-less/Spritzer/Injector",,,,"30",,,"","",,,,,,,,,"59","284","","3","04/01/2023","05/04/2023","United States, Canada","ES_1017903_OV520G2_042820231903289_8042418"
"2635633","Blodgett Oven Company","Blodgett","BCT-62","BCT-62",",BCT-62E,","","Combination","Type I - Table, countertop, and stand mounted units","Full-size","Electric","21",,,"1","6.75",,"1","6.25","1.05",,"",,"Boiler/Steam Generator",,,,"12","1.35",,"","","78","58","113.8","99.2","0",,,,,,"",,"04/27/2022","06/02/2022","United States, Canada","ES_1100150_BCT-62_06022022124244_7379724"
"4431396","Blodgett Oven Company","Blodgett","BLCT-6E","BLCT-6E","","","Combination","Type I - Table, countertop, and stand mounted units","Half-size","Electric","6.9",,,"1","4.2",,"1","4.21","0.73",,"",,"Boiler-less/Spritzer/Injector","4",,"6",,"1",,"","","75","60","36.46","52.98",,,"0.11","0.44",,,"",,"05/08/2025","06/10/2025","United States, Canada","ES_1100150_BLCT-6E_05232025103126_591546"
"2407750","Blodgett Oven Company","Blodgett","CTB-5.6","CTB-5.6",",CTB/R-5.6,","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","5.6",,,"1","7",,,,"0.95",,"",,"Boiler-less/Spritzer/Injector",,,"5",,,,"","","73",,"50.07",,,,,,,,"",,"11/25/2013","01/15/2014","United States, Canada","ES_1100150_CTB-5.6_01142014101226_2313043"
"2407873","Blodgett Oven Company","Blodgett","CTB-6.8","CTB-6.8",",CTB/R-6.8,","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","6.8",,,"1","8.55",,,,"0.93",,"",,"Boiler-less/Spritzer/Injector",,,"5",,,,"","","76",,"53.3",,,,,,,,"",,"11/25/2013","01/15/2014","United States, Canada","ES_1100150_CTB-6.8_01032014034240_9771844"
"2407747","Blodgett Oven Company","Blodgett","CTB-8","CTB-8",",CTB/R-8,","","Convection","Type I - Table, countertop, and stand mounted units","Half-size","Electric","8",,,"1","7",,,,"0.94",,"",,"Boiler-less/Spritzer/Injector",,,"5",,,,"","","72",,"52.98",,,,,,,,"",,"11/25/2013","01/15/2014","United States, Canada","ES_1100150_CTB-8_01142014101046_5592462"
"2407748","Blodgett Oven Company","Blodgett","DFG-100-ES","DFG-100-ES",",BDO-100-G-ES,; ,DFG-100-K12-ES,; ,Zephaire-100-G-ES,","663137579360;663137579391;663137580533","Convection","Type I - Table, countertop, and stand mounted units","Full-size","Gas","","45,000","8,914",,"13",,,,"","7,620","0.17","8,194","Boiler-less/Spritzer/Injector",,,,"5",,,"","","54",,"97.71",,,,,,,,"",,"11/25/2013","01/16/2014","United States, Canada","ES_1100150_DFG-100-G-ES_01032014032513_9549829"
